person_id,when_think_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:128311491,"I used to consider myself a Democrat (and I’m still a registered Democrat) but after the dismal and disastrous 2024 election where the Dems let Biden screw up the race, I’ve lost faith in the Dems. They are disorganized and have de-energized their base.",0.51,58,-1.3175850152698594
US:878659,when I was a child,0.66,5,-0.529065716886752
US:43200314,In the 80s,0.83,5,0.4624335224443483
US:1110411,In college.,0.24,3,-4.063523795657122
US:39564053,In college. But I was a registered Republican for many years. I changed to the Democratic party during the second Gulf War,0.35,24,-2.390454093577896
US:180355483,1990,0.27,2,-3.29802868521681
US:43596614,in my 40's,0.33,5,-2.6389732600593536
US:184937445,many years ago,0.32,3,-2.7300206183132127
US:180949813,"When I registered to vote in the Presidential Election in 1983, I registered as Republican and haven't changed since.",0.3,24,-2.9256602461244787
US:37849778,Always,0.23,1,-4.413427954033356
US:142630619,When Donald Trump ran for President,0.5,6,-1.3823009778760798
US:123270405,Grew up with adults mostly democrats; in school I learned the differences between Dems. & Reps.,0.22,22,-5.074944124033085
US:130255147,"The GOP has proven to be against the rule of law,continuing to support Trump and his destruction of the Declaration of Independence and the Bill of Rights.I cannot,will not ever support the GOP.",0.38,40,-2.1570168428271295
US:25273077,During the pandemic.,0.3,4,-2.933020023250115
US:180118921,Always,0.23,1,-4.413427954033356
US:170765277,at least 20 years ago,0.64,6,-0.5998051583395697
US:101022261,Not sure,0.38,2,-2.1874984942408053
US:114311841,During the Reagan years.,0.22,5,-4.597749774897462
US:3678151,I was probably between 18 and 21.,0.39,10,-2.0585309952582174
US:28153591,"years ago, liked the policies that made me feel seen",0.22,11,-5.610239403994382
US:148926167,"Upon the learning the basic tenants of American civics and government at school in the early 2000s, it was blatantly obvious that Democratic policies were much more in line with the needs of my community at large.",0.33,43,-2.6023232409297097
US:170546285,Because they both speak the same language but in different directions 1 says yes and another says no. neither one of them don't know what they are saying to each other.,0.24,35,-3.8743418695409053
US:1559441,they do the right thing for the county,0.3,8,-2.951672041945873
US:1907018,About 2020.,0.34,5,-2.4997414514362766
US:180659271,Started when the then-Republican party nominated the dumbest of the candidates. I realized it was broken at that time and de-registered. That act brought me “closer” to the other party.,0.23,41,-4.259409428104743
US:41052864,When John McCain chose Sarah Palin as his running mate,0.41,10,-1.9138435058814283
US:109852547,I was embarrassed being a dem,0.25,6,-3.7883440050620867
US:1160325,When I voted for the very first time over 50 years ago.,0.27,14,-3.2759614944941973
US:178061109,When the Republicans started acting loony.,0.22,8,-4.66160415910334
US:151299421,I have always that I was a Republican.,0.51,9,-1.3227751104927492
US:190468115,I am a Republican,0.7,4,-0.2772506864692244
US:178529855,Once I learned about the issues and how different policies are related to them. This knowledge made me realize that one could not be limited to one party.,0.35,30,-2.423833170657756
US:167953149,Always,0.23,1,-4.413427954033356
US:183104753,Around the time of the Watergate scandal and Nixon's expansion of the war in Vietnam.,0.3,18,-2.9198935837284914
US:134488149,I have always felt closer to the Democratic party and at some point I switched to independent party because I didn't align with all of the Democratic positions.,0.38,30,-2.1524741475426947
US:140033901,Growing up when my parents spoke out against inequality and prejudice and they voted democrat.,0.23,16,-4.200345229198925
US:40432940,When Barack Obama took office.,0.23,6,-4.270807331554998
US:120519847,After Trump was elected first time.,0.24,7,-3.9250966185422906
US:2786276,"College, 1974",0.3,5,-2.919117890244864
US:41828812,Undet Reagan,0.84,3,-10.720746995943736
US:474324,When I was 12 years old and began to follow politics in Connecticut.,0.3,15,-2.8966738518687993
US:25960898,Years ago,0.33,2,-2.6262582620540904
US:181703323,"For most of my life, Reagan became President when I was in high school, was too young to vote for him though.",0.27,25,-3.4212130393026703
US:32595232,March 2020 after I realized Trump couldn't handle a national crisis and flooded media with lies about COVID,0.23,21,-4.452191938816662
US:37964033,1958,0.24,2,-3.8783951786238102
US:2777334,College,0.25,1,-3.653671016954066
US:40853257,About 10-15 years ago,0.61,7,-0.7631332678071644
US:1925084,I have been for a long time,0.88,7,0.9030645482827097
US:34371433,When I turned 18,0.69,5,-0.3624667933520184
US:186387017,When the Republicans lost all credibility/reliability,0.24,9,-6.343863496198082
US:186512013,Don’t know,0.58,3,-0.9517419411454676
US:2134129,1972,0.24,2,-3.9290269118074503
US:42603758,When Bill Clinton was running for office,0.54,7,-1.171094585636664
US:2840119,When I was 18 YEARS OLD.,0.28,8,-3.253198972330132
US:183590675,2004,0.35,2,-2.4061705586301803
US:185540091,In my early 20s,0.68,6,-0.39832220870324914
US:180748513,I first thought of myself as closer to the Democratic Party in 2008 when Barack Obama became president.,0.41,21,-1.9556608301696878
US:104625503,In school,0.29,2,-3.0949799547825116
US:29687843,since the 1970's,0.32,6,-2.7027420582022805
US:2813844,never,0.34,1,-7.6165713913994235
US:291858,I have thought of myself as a Democrat since the seventies.,0.61,13,-0.7447123991778882
US:388889,Why Bill Clinton was President,0.24,5,-4.013646978657007
US:37516762,Probably about 10 years ago.,0.41,7,-1.9356111771803222
US:201697189,When Obama became president,0.33,4,-2.6535203293463727
US:2674554,After Jimmy Carter was elected,0.44,5,-1.7272891971534579
US:4556319,As long as I can remember,0.76,6,0.03572547107001913
US:25959865,Most of the time,0.87,4,0.7842511938168762
US:146374001,I can't ever remember a time when I didn't think of myself as a Democrat. I was raised by FDR supporting grandparents,0.65,26,-0.540615084023502
US:999307,Age 16.,0.36,4,-2.34753483108253
US:207504775,Since I started voting,0.22,4,-4.690578374455941
US:180837205,I'm not sure.,0.78,5,0.14398555785920636
US:46123684,When I first voted,0.34,4,-2.555035607051731
US:31983144,At age 21 when I was able to vote,0.39,10,-2.076760477601442
US:1830047,18 years old,0.37,3,-2.2584985159569984
US:22539050,Not sure,0.38,2,-2.1874984942408053
US:27157409,"When I turned 18, I researched the differences between Democrat and Republican ideology and decided to register to vote as a Republican.",0.66,25,-0.4853939130771526
US:151759861,I always been this way because I don't trust any politician,0.27,12,-3.284239943771567
US:41797019,First time I voted (in 1976),0.51,10,-1.3388110602742687
US:29880268,President Obama's second term,0.52,5,-1.2349930953050698
US:105617299,1976,0.23,2,-4.140705501712556
US:111199015,For as long as I have been able to vote.,0.31,11,-2.810848889881378
US:1659535,1968 when Richard Nixon was running. I admired the people who were voting for him much more than those against.,0.24,23,-3.8644272611249373
US:170297255,In 1966 when I graduated from high school.,0.42,11,-1.8797708719017303
US:149312475,10 years ago,0.54,3,-1.14254642896531
US:173315639,PROBABLY IN THE LAST 10 YEARS,0.66,9,-0.5109601436804009
US:4013477,"When Obama became President and everyone benefitted except the middle class, he was not tough on immigration, created more taxes and regulations for the small businesses and didn't care that people were suffering under his presidency.",0.27,41,-3.298630075770341
US:1022013,The first time I voted when I was 18.,0.54,11,-1.125183013675161
US:188429969,high school,0.24,2,-4.061424006995001
US:22758472,10 years ag0,0.25,4,-3.6928663915514743
US:2354869,When Biden became president,0.3,4,-2.908499978749049
US:196820905,When I was 16.,0.5,6,-1.3992365466222367
US:140251567,When Clinton was elected.,0.22,5,-5.115903522793633
US:134351819,Somewhere around the year 2000,0.77,8,0.11850136181229112
US:3343879,2018,0.43,2,-1.8165276654624456
US:184534221,The first election after I turned 18.,0.48,9,-1.4906488050798115
US:185130269,When I was 18,0.86,5,0.6650241478731009
US:195714785,"Me identifico más con lo democrático, soy las personas que quieren bien para lo demás y no desgracia. Quiero que todos triunfen en este país sin discriminación ni violencia y sin prometer cosas que no se cumplen, eso y mucho más no lo logra el partido republicano ni lo tienen en cuenta",0.22,71,-4.9567485096128365
US:181662917,Forever,0.22,1,-5.416363283947655
US:184468361,When I was a teen.,0.4,6,-2.0506513509149062
US:185031127,When I was still young in school,0.41,7,-1.9159523407220047
US:184201605,From an early age. I could see points from both sides.,0.28,13,-3.221918967600699
US:138967145,40 years ago,0.43,3,-1.8355180630508676
US:184422555,when i was at university,0.36,5,-2.3206564965947614
US:25704002,When I was 10 & JFK was president. His response to racial issues and programs like the Peace Corps.,0.24,22,-3.9806802513024215
US:126024231,"Before I could actually vote, around 10 years old.",0.25,12,-3.664148199771119
US:204661085,18,0.23,1,-4.087479541546389
US:1878206,1970,0.28,2,-3.14481343197934
US:133936283,Around 30,0.45,3,-1.6579984156560195
US:31319470,1966,0.23,2,-4.137742862395573
US:3687552,"probably after the Twin Towers fell. I noticed no matter who we had in there as president, things were headed the same way and always toward war. That is a big problem. And only contractors and certain people were making a lot of money off of the wars while our people died for that for no other reason. That has to stop.",0.23,68,-4.208040186830578
US:38544764,Teen years,0.22,2,-4.584830969531533
US:40363931,When I realized that most of them lean the same way I do.,0.31,14,-2.8350143255212146
US:2719586,"1980 Regan vs Carter watching the democrat party destroying America, for the last 50 years, unfortunately after Regan the republicans came closer and closer to the democrat party and finally the Tea Party was created, to save America, and Donald Trump became the leader and the Tea Party, Blue Dog democrats, the poor, middle class, the poor, homeless regardless of race have joined MAGA",0.23,80,-4.14097215221531
US:454187,When I saw how cruel and racist most republicans are,0.22,11,-4.718753732195252
US:792291,Always,0.23,1,-4.413427954033356
US:1034363,"1963. I have voted for republicans in the past, but that has become less and less frequent over the years, especially in this last decade.",0.46,31,-1.6114390869739272
US:2840828,First election I voted in,0.24,5,-3.977336750316608
US:2863590,About 1980,0.28,4,-3.211759338667311
US:40527757,by the time I voted for the first time I knew I was a democrat,0.71,15,-0.24469618374686322
US:952719,After the Clinton presidency.,0.24,5,-4.042557581486434
US:187892777,I’ve never felt close to either party,0.32,8,-2.697640548948623
US:192085229,I don't remember It was after Kennedy was killed,0.22,10,-4.457694134858774
US:204934889,2000,0.48,2,-1.514072093272649
US:35295065,During Ronald Reagan’s time.,0.24,6,-6.255556987865437
US:26990352,When I was a first time voter 51 years ago.,0.26,12,-3.5439999359964056
US:41640576,40 years ago when I first started voting,0.36,8,-2.3493829694512294
US:33605021,2005,0.37,2,-2.267871265662744
US:38990298,After the years of Demorats were in office. They are corrupt. I realized then that I was a conservative Republican.,0.4,25,-2.0255727419006995
US:4020384,"Carter messed up the economy, hostages.",0.25,9,-6.554321627935921
US:4398194,never really gave it a thought; my parents were Republicans and I followed along,0.33,15,-2.6217792839035257
US:41027908,14,0.23,1,-4.134639135988543
US:29571679,When I. Exams born again and the Democratic Party sent too left,0.28,14,-6.908897463884081
US:141241591,Years ago when I saw what the democrats were doing,0.32,11,-2.685846451308754
US:145101741,Definitely by the late 1980s because I followed the 88 election closely and remember taking notes on the democratic primary candidates.,0.34,27,-2.550322709290451
US:390316,About 95% of the time on all issues.,0.3,11,-2.913308143013772
US:173748631,In early adulthood,0.29,3,-3.0191284764570594
US:4405534,When Obama was elected,0.46,4,-1.5822681792343798
US:4170438,As a teenager,0.69,3,-0.35601915469780177
US:2505814,2016 after the democrats attacked Bernie Sanders and installed clinton as the de facto nominee. The democrats showed that they’re no different than republicans and maybe worse since they’re liars about being inclusive and independent of the millionaire and billionaire elites.,0.24,51,-3.9057854646986003
US:3399100,"I first registered as Republican 1963 when I first voted for the 1st time and stayed one until moving to WA and then changed to Independent, I basically would be glad to be a Republican again but not under these circumstances. I can vote either party and I do.",0.3,56,-2.9538287527895237
US:172527909,I feel like i am in the middle of he road and i do not believe in either party. I feel that there should not be any parties and should be by the will of people.,0.37,38,-2.26706171941113
US:171605965,In the 80’s,0.78,5,0.13687095444789854
US:115176413,30,0.25,1,-3.7714602771903616
US:184659269,After 2015 when Trump became the head of the Republican Party and destroyed almost all the good parts of the party. I saw the republicans for what they really stand for and my beliefs align more with the democrats.,0.4,45,-2.0548026751167523
US:46352702,During the Obama administration.,0.25,5,-3.698826242252702
US:33786119,After Bill Clinton He is a nut case as is his spouse,0.22,12,-4.817664821813022
US:1027450,Jam 6 2020,0.34,6,-2.557328767483922
US:184160593,"Probably in high school, as I neared voting age",0.23,11,-4.215180543784314
US:4394192,20 years ago,0.5,3,-1.3866990518131532
US:188041273,2012,0.31,2,-2.823227501159223
US:3906229,MY MOM TOLD ME I WAS BORN A REPUBLICAN WHEN I FIRST STARTED VOTING,0.4,21,-2.0055935642711153
US:22641767,4-5 yrs ago,0.38,5,-2.1776180953031834
US:40173803,When I was a teenager,0.84,5,0.55339031161624
US:124415183,very young all my family vote this way,0.22,8,-5.340402268437687
US:1462151,1960s during the Vietnam War,0.49,7,-1.4319009079743004
US:156721503,2014,0.32,2,-2.7113751447256083
US:189665297,Since I became a teenager,0.44,5,-1.725790555258528
US:22479908,1965,0.24,2,-3.9507969624971935
US:129612011,Because I agree with more of their policies,0.28,8,-3.2054128688661416
US:1262542,long time ago,0.29,3,-3.08716824182572
US:4546727,Ever since I was old enough to vote. I have always been an independent.,0.57,16,-0.99972898433277
US:131032819,When Obama ran for president the first time.,0.32,9,-2.7296186593470506
US:126465629,In the 90s when I was a young adult and noticed that Democrats in general focused on issues that were important to me while Republicans tended to ignore them.,0.56,32,-1.0135474965304285
US:132250049,In my teens.,0.22,4,-4.912814632690935
US:123861,At 18.,0.43,4,-1.8060193860309808
US:175632057,Approx 4 years ago,0.34,5,-2.54012530069987
US:3435012,When Trump won the first time,0.38,6,-2.1863447633638944
US:556796,"Age 6, maybe 5",0.28,7,-3.1560167218999746
US:3290180,2004,0.35,2,-2.4061705586301803
US:200531429,I became a republican when I heard and witnessed more about violence in this country.,0.27,16,-3.293516828010652
US:117943141,When I realized how much democrats have ruined the country,0.34,11,-2.542585014391872
US:4191420,when all the negative talk began between both parties,0.22,9,-4.635245622130074
US:1802981,16 years old,0.33,3,-2.575949489487654
US:34408890,2001,0.41,2,-1.9465589206430542
US:3198620,In High School,0.38,3,-2.168936425540635
US:167686255,From my teens onward.,0.24,5,-6.143717074799832
US:1177770,As a young man,0.85,4,0.6361700611157096
US:1988065,I feel like I first began thinking like a democrat when I became twenty one years old,0.25,17,-3.7845356984119745
US:182876147,When reagan was president,0.31,5,-2.852394660244423
US:134281457,1962,0.23,2,-4.1707816100099375
US:40733805,2014. Prior to 2014 I was a democrat who voted for Obama. Obama talked but never came thru.,0.25,24,-3.6346639062936568
US:138609099,"When I first heard the difference in Democrat and Republicans, sometime in middle school I think.",0.22,18,-5.342597522491641
US:36469321,When I voted for Bill Clinton,0.37,6,-2.257199081632665
US:41189284,All my life!,0.27,4,-3.2777385774168533
US:2560418,2008,0.38,2,-2.135997334621634
US:29072022,don't understand the question,0.4,5,-2.0119499841502506
US:173482721,before I voted for the first time,0.32,7,-2.7498380664585524
US:1021053,All my life JFK,0.22,4,-5.568960934048515
US:149465611,When Trump was elected the first time.,0.41,8,-1.966967947922667
US:134128661,From the very first time I registered to vote.,0.55,10,-1.1115800255990553
US:101363517,"In my 20s, I thought of myself as a republican because I lied with the same beliefs. I took courses in college on government. I knew what I wanted.",0.48,35,-1.4617449146253656
US:26386561,2001,0.41,2,-1.9465589206430542
US:23984814,Since I was a young child,0.75,6,-0.028940043003266483
US:167767585,Not believe,0.23,2,-6.065011623917777
US:174450919,Birth,0.22,1,-4.78186739641837
US:285148,When the party decided to throw students and activists opposing genocide in Gaza under the bus to appeal to conservatives who would never ever vote for them,0.22,27,-4.843964053952411
US:168260829,Since I was in elementary school,0.54,6,-1.1359241582792914
US:161463865,"Back around 2009 when my views started veering toward Libertarianism. Then since around 2020, my views have moved left toward socialism and Leftism.",0.22,33,-5.066814668162255
US:1355903,1968,0.24,2,-3.9177846743557936
US:227731,1992,0.25,2,-3.8100175000528584
US:165505285,Since I was old enough to vote,0.31,7,-2.824497621035215
US:1267228,When the Democratic Party threw Bernie Sanders under the bus because it was the execrable Hillary Clinton’s “turn”.,0.23,23,-4.1005413378760975
US:25996145,When I became old enough to vote decided than that voting was not for me,0.23,15,-4.433911178068566
US:1843113,When I first voted,0.34,4,-2.555035607051731
US:2170610,Before I was old enough to vote.,0.26,8,-3.485497751881199
US:444040,1990,0.27,2,-3.29802868521681
US:1269835,2000,0.48,2,-1.514072093272649
US:141234963,About 25 years ago.,0.28,6,-3.138676010878351
US:38102115,"Quite a long time ago, i think in my early 30's. I actually joined and was recognized by the Young Republicans association. I actually switched parties as i no longer liked the direction the Democratic party was taking.",0.27,44,-3.3342280779311197
US:41686575,In my 30’s,0.6,5,-0.8346487286540615
US:39217740,When I was old enough to understand the way things worked. Around 15,0.38,15,-2.134245168495214
US:27525478,I have always thought of myself as a Democrat as soon as I was able to vote.,0.75,18,-0.043220842296168155
US:39288635,"Both parties do not enact the policies I would like to see done. Trump is his own party and I don’t associate him with Republicans. I support Trump because I like his policies, I vote for Republicans because they are the lesser of two evils",0.53,49,-1.2264286242499047
US:2122913,As soon as I was able to vote.,0.36,9,-2.3669818795986473
US:39904585,When McGovern ran for president.,0.23,7,-4.123650569262874
US:130916733,years,0.55,1,-9.049479429782851
US:131333529,Think of the demographics,0.34,4,-2.538185557693256
US:28812154,after the bush's were in office,0.29,7,-3.0559912077068727
US:4629112,I started thinking myself as Democrat since I voted for Barack Obama for President in November2008.,0.22,19,-4.983669013431553
US:174264957,When I was 13,0.86,5,0.7212706872285368
US:157659989,Since I started voting,0.22,4,-4.690578374455941
US:44112586,18 years of age,0.58,4,-0.9525169932851497
US:168783063,15 years ago,0.53,3,-1.1747781181724044
US:195479159,2019,0.51,2,-1.291233722965869
US:38963920,After I graduated from college.,0.31,6,-2.849415568131526
US:1053505,when the democrats decided to vote with the republicans to keep pushing the budget. nobody stood up against the republicans and the felon in the unlawful EOs stripping all Americans of their Constitutional rights.,0.23,40,-6.008247272209016
US:34410982,in 1976,0.42,4,-1.8557024309321735
US:103485521,Last year,0.57,2,-0.9590231424905801
US:137748065,1944,0.22,2,-4.483380783891155
US:22013318,I'm not an asshole whi wants to force their will on others,0.38,14,-2.1407623106629803
US:34349829,As a teenager,0.69,3,-0.35601915469780177
US:2463677,"I vote for people not parties, depends on what person seems to stand for.",0.23,16,-4.142017394930747
US:171427105,The last few years but I have always been independent third party,0.22,12,-4.47872178054704
US:180034539,Last presidential election,0.22,3,-4.5088282557139205
US:3576302,When w bush decided against science for stem cell research,0.24,10,-6.201371931407705
US:199812289,Many many years ago,0.37,4,-2.2525160801834176
US:2258609,"I was an old school liberal in my youth, until the Democratic party morphed into something unrecognizable.",0.68,22,-0.38900373414395545
US:145429361,1990,0.27,2,-3.29802868521681
US:1555985,In 1956 when I was 8 years old & supported Adlai Stevenson for President!!,0.23,20,-4.3757928525543575
US:161819797,as a cheistian the republicans are closest to my belief,0.25,13,-3.7349830915285485
US:2895306,The 1980's,0.73,5,-0.14081751097096812
US:394909,1967,0.24,2,-3.9927765958519337
US:32322739,In high school,0.54,3,-1.1714445006639997
US:188375707,Last year,0.57,2,-0.9590231424905801
US:39355415,At age 18 when I voted for the first time.,0.34,12,-2.5409883385841234
US:34613598,When the Democrats became greedy,0.25,5,-3.712291459924569
US:166901911,When Grorge Wallace was governor of Alabama,0.22,8,-4.4751159689442295
US:4081090,When Trump was elected th first time.,0.22,8,-4.7375665123375885
US:44211633,"I had been closer to and supported the Republican Party since 1972. Before I could even vote. I began shifting my thinking towards there being no reason to support either the Democratic or Republican Party's after during and after the George W. Bush' presidency, so some time after 2001.",0.24,60,-3.993645515687226
US:43920065,When I turned 18 and was able to vote. Had the honor of helping elect Obama the first time.,0.4,22,-2.0043901171204346
US:390955,1978,0.23,2,-4.079265896854116
US:28833403,Always been,0.22,2,-5.040976043440548
US:182746339,When I knew the people I vote care about people like me,0.22,12,-4.714386903226939
US:141640345,All my life. I’m just more progressive now.,0.24,11,-4.0461859010096015
US:45563697,In 2008,0.8,4,0.29801584613055776
US:131928831,Probably within the last 25 years,0.38,7,-2.1429395439982923
US:2092909,At age 17 (1967),0.33,8,-2.597326409032652
US:25956310,I have never been a fan of either since they seem to have high levels of Career politicians. And I am one who strongly believe TERM LIMITS of 5 yrs are NEEDED immediately! no MORE Career Politicians! Enough is Enough!,0.22,48,-4.651561914523087
US:40593247,During the Clinto administration,0.23,5,-4.443701184794701
US:142741829,2008,0.38,2,-2.135997334621634
US:620632,When I was 10 years old.,0.53,8,-1.1881374457011276
US:38512135,as a teenager,0.33,3,-2.588816229249018
US:141718533,Republicans,0.24,1,-6.273953975391104
US:763244,44 years ago,0.32,3,-2.6860272703758166
US:2294989,As soon as I was of age to vote.,0.34,10,-2.474534798546314
US:2211152,50 years ago,0.45,3,-1.6682725557946527
US:138462631,After I voted for Barak Obama in his first term. What a joke!!,0.23,16,-4.23702284503045
US:35895940,I have thought of myself as a Republican since I was a child and have always supported the views and policies of that party.,0.86,25,0.6880459799278038
US:190137741,during the 2020 presidential election,0.67,7,-0.4502721153385247
US:146042971,Ever since I can remember.,0.34,6,-2.49813778903457
US:2774759,under Carter,0.69,2,-9.810574216757416
US:1968713,Since I was able to vote,0.3,6,-2.890467346669266
US:292087,When Barack Obama ran for president.,0.25,7,-3.812970064583355
US:35053000,When I started voting at 18 years old.,0.26,10,-3.4692489978517975
US:1786649,When I was first old enough Vote.,0.29,8,-7.1044948897258875
US:145078305,When I was 12.,0.5,6,-1.3925570462393082
US:1372845,1984,0.29,2,-3.0667429557189836
US:1423633,As a young adult.,0.44,5,-1.7308743334614156
US:103717435,I don't remember,0.58,4,-0.9289461698827102
US:23876769,"When the dems began to go more and more woke, endorsing violence and being profane.",0.22,19,-4.526196650305444
US:747945,1962,0.23,2,-4.1707816100099375
US:172752341,I don't know,0.79,4,0.2193787796126488
US:29695673,FOR MANY YEARS,0.29,3,-3.096351077220233
US:145153087,I was working at a place where I overhead a Republican spouting off some bullshit. On my lunch break I went to city hall and changed my party affiliation.,0.36,32,-2.339802577135562
US:160431337,Decades ago. I was raised in a democratic household.,0.47,12,-1.5750606239057114
US:206160115,In college years,0.24,3,-3.851179396610509
US:28838086,Age 18,0.38,3,-2.2048682343621104
US:105485815,in my early 20's,0.35,6,-2.458558513386617
US:26502519,I believe in my right to choose more than I care about money. So I'm more democratic than Republican.,0.37,22,-2.2685557893902457
US:4681253,10 years ago,0.54,3,-1.14254642896531
US:159532881,"I have though of myself as a Democrat since high school, when I first really learned about the different political parties in America, but for as long as I can remember, my parents raised me with strong Democratic values.",0.58,43,-0.9342888912726458
US:2971452,1970,0.28,2,-3.14481343197934
US:134858733,My entire life,0.62,3,-0.7385635682786345
US:1979368,"as a child, growing up",0.52,6,-1.2423778389297366
US:109026109,"Sometime around the 2012 election. I don't feel like I left the party, but the party left me.",0.49,25,-1.4505217067837293
US:134944345,14 y/o,0.25,3,-3.610206392550468
US:1953556,From my earliest days as a registered voter.,0.24,9,-3.9431187673515473
US:25763118,At a very young age.,0.29,6,-3.1135742880016957
US:114799303,As soon as I understood the difference between the parties,0.48,10,-1.4619903173726598
US:119626051,Always,0.23,1,-4.413427954033356
US:1404380,When Trump first came on the scene.,0.3,8,-2.975896779482052
US:23747155,When I realized at a young age that Republicans only helped the rich.,0.23,14,-4.312591700741809
US:44458683,Ronald reagan,0.45,4,-1.6807702145913423
US:103721945,By the time I had reached my mid-20s and had graduated college and was living on my own.,0.71,22,-0.24948928928441913
US:3130151,2020,0.51,2,-1.3343852379519276
US:32918773,From early teenage years.,0.23,5,-4.450393249258433
US:186621633,1992,0.25,2,-3.8100175000528584
US:39048954,"At a young age when Jimmy Carter was President. I could tell he was the ""good guy.""",0.35,20,-2.4373578873543393
US:66632,Never have.,0.22,3,-4.916231126799691
US:29530642,As a little child.,0.32,5,-2.722273356467059
US:1949377,"2004, after the Republican Party took a more dramatic turn to the neo-con Right, though I had been Independent since 1998.",0.25,28,-3.6521326562160557
US:39557335,When Ronald Reagan started putting corporations first.,0.22,8,-5.672458785087868
US:31964728,"i started as a democrat, moved to be a republican in my 40s--and now an independent.",0.35,22,-2.40687611148507
US:2667942,1964? When Barry Goldwater was running for President,0.31,11,-2.869886314217125
US:27237740,Many year’s ago … near the end of 2nd Reagan,0.22,13,-5.673159435581061
US:2021442,All my life,0.68,3,-0.4169399512184029
US:38244,When I voted the first time,0.37,6,-2.2635231893412344
US:111905477,Sometime in the mid 80’s,0.6,8,-0.8196730632167339
US:103713921,When Trump f***** up the first time,0.37,8,-2.2736214170999554
US:34794260,2000,0.48,2,-1.514072093272649
US:850880,All my life,0.68,3,-0.4169399512184029
US:141644113,When I first voted,0.34,4,-2.555035607051731
US:125424141,I do not remember,0.74,4,-0.05539336011613113
US:2216949,When I first voted.,0.23,5,-4.162043991666066
US:38438684,At age 18,0.58,4,-0.9235687913583169
US:41081489,At around age 35,0.33,5,-2.5710665976239606
US:3663484,1977,0.23,2,-4.091718460154663
US:256606,1956,0.24,2,-3.881797510807863
US:142393875,My values are similar to Democrats values (since childhood).,0.25,11,-6.457927648957204
US:116826173,Several years ago. During the Obama years,0.27,8,-3.384331881773314
US:3262991,Since I first voted in the 80s,0.26,9,-3.433116329181735
US:41198195,always,0.43,1,-8.35809255657001
US:194043899,As a child: because they represented an inclusive society and cared about human rights.,0.24,16,-3.925043958744063
US:45807896,"Having a say in politics and having a real democracy,and for the politicians to do what is right",0.27,19,-3.356122550002896
US:136215923,Shortly after graduating from college. So late 1980s,0.23,12,-4.0889542837152755
US:162090615,Always,0.23,1,-4.413427954033356
US:192432061,Many years ago when I first voted,0.29,7,-3.099936581107538
US:134848835,Because Democrats care about the rights of the people,0.34,9,-2.5518394676395473
US:174484855,In high school,0.54,3,-1.1714445006639997
US:26468460,Age 12/13,0.32,5,-2.695543845716293
US:151466945,I came to the conclusion that neither party represented the people of this nation when I was in high school around 16 years of age.,0.55,27,-1.1055850784329297
US:533809,In the last few years,0.94,5,1.5526471260468182
US:28131974,After 2 national elections when both parties erred,0.22,10,-4.958609030801286
US:181617991,1980,0.3,2,-2.97577091420927
US:107539741,I don’t know,0.83,4,0.46175977550999014
US:31653930,Always.,0.22,2,-4.808432429378049
US:207465037,"I have always considered myself a Democrat, so I would say from the time I was 18.",0.77,20,0.0872827925931197
US:4718732,As soon as I thought about politics.,0.22,8,-4.4949076277290105
US:185171301,Years ago,0.33,2,-2.6262582620540904
US:2251828,When I married my husband in 1988,0.54,9,-1.1534672218942563
US:3402296,Not sure when.,0.22,4,-4.534619504615565
US:186805639,When trump became president,0.27,4,-3.3810588085087026
US:169156455,I've just never much cared to discuss or follow the topic,0.26,12,-3.4794619448858137
US:2644915,Since before I could vote. I cast my first vote foe Ronald Reagan.,0.22,15,-5.460683351653985
US:3348395,When I was about thirteen years old and recognized the family values Republicans stood and fought for in the United States.,0.22,22,-5.708534379088761
US:2153106,Probably in 2008,0.36,5,-2.3479090085809893
US:26826861,In the 70's,0.65,5,-0.570933909039482
US:205733587,after high school,0.28,3,-3.187751367318988
US:179477401,10 years ago,0.54,3,-1.14254642896531
US:4022083,When Trump ran against Clinton,0.31,5,-2.8112416380457965
US:4332568,A long time ago.,0.55,5,-1.0741916192089902
US:128717329,When trump and Kamala ran. They don’t understand the working class at all,0.22,16,-4.707323754544357
US:188402681,1986,0.26,2,-3.602884713597793
US:191389655,"When the Republican party started discriminating against other people for social, economic, and/or racial status.",0.23,20,-4.0914704885332736
US:171127583,When I was a kid,0.9,5,1.0762759758637521
US:487728,none,0.38,1,-8.00808747740049
US:4316919,"When I didn't care for neither of the candidates of Republicans and Democracts, which was Hilary Clinton and Donald Yrump. I didn't care for either",0.22,33,-4.487376145609615
US:4718748,At birth,0.26,2,-3.5516296583116365
US:192556323,When I listened to LBJ talk,0.24,7,-3.932729642347007
US:2320784,When I was able to vote at 18 that was 60+years ago.,0.24,17,-3.953344412238032
US:105106783,"I became closer to the Republican Party when the Democrats became more unhinged. Although I’ve never liked the Democrats, and I would never vote for them, at least they were not as toxic before. The progressives are killing our country. The progressive and the New World order are trying to kill off Large populations.",0.29,62,-3.054917969467664
US:43061913,2015,0.34,2,-2.4943954741318355
US:163319037,The 2016 presidential election.,0.8,7,0.28004225398923943
US:42731138,I’ve always thought of myself as a democrat.,0.8,10,0.2813481381239616
US:46554991,Before I was old enough to legally vote.,0.24,9,-3.866259431566689
