person_id,when_think_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:146513061,"I used to be a democrat but when they went to left and became radicalized I changed to republican. Their moral values are right. I don’t even recognize the Democratic Party anymore, allowing open boarders and encouraging riots and turning their back on the morals of this land, allowing men in women sports and teaching children to change their gender. And now fighting to keep illegals in the country.",0.3,79,-2.957287597756842
US:42868412,When the democrats went nuts.,0.23,7,-4.217473110727664
US:194731061,In my 30’s.,0.43,6,-1.8212637813818888
US:189668067,Never considered myself a Republican but voted Democrat in 2012. Clinton is the worst and I could not vote for her in 2016. The Democrat party has gone downhill ever since.,0.46,38,-1.6397408376176956
US:198659091,Early 20s,0.31,4,-2.8099382428177484
US:2257436,when I first registered to vote,0.36,6,-2.3517029953516335
US:46509319,Since I was really young,0.39,5,-2.077244519391329
US:25164130,When I first voted at age 21 as I was always part of the working class silent majority.,0.22,20,-4.9120937629238774
US:206343225,2015,0.34,2,-2.4943954741318355
US:28245199,1980,0.3,2,-2.97577091420927
US:149749489,I'm not policitally inclined,0.25,7,-3.7266337066947344
US:205174765,5 years ago,0.55,3,-1.1103940516068813
US:290464,When I was first registering to vote,0.45,7,-1.6993329638985182
US:2409084,when Johnson was president,0.23,4,-5.763764819981902
US:3074529,When I was in the eighth grade watching the Congressional investigation of Watergate.,0.28,15,-3.1562471376352943
US:24283092,Most of my adult life,0.45,5,-1.6560421844114535
US:3416672,Back in the late 1970s. Probably for sure when Reagan was running.,0.24,17,-3.9238986047399584
US:2865802,I agree with. most of their decisions,0.23,8,-4.133598081630374
US:887627,Always,0.23,1,-4.413427954033356
US:624926,I thought of myself as a Democrat when I began to vote at age 21.,0.57,17,-0.9960610413727329
US:41003250,In the 2000’s,0.86,6,0.7088384887411759
US:176660221,I was a life long democrat til they started pushing liberal agendas such as DEI equal rights mainly gay marriage etc,0.23,22,-5.969180036960628
US:39857116,Many many years ago.,0.27,5,-3.3066023024865103
US:1915603,When Tulsi Gabbard switched,0.23,7,-4.321660436492703
US:154799359,"up until 2016 I considered myself an independant because I voted for a persons character,qualifications and word not by party. During Trumps first administration I found many reasons to lean more and more democratic",0.22,42,-5.159176280017059
US:117063461,I have been a Republican since I first voted at 30 years of age.,0.54,16,-1.1288665897147945
US:46854801,First time I voted,0.32,4,-2.685725230007318
US:141316529,Since I started voting at 18,0.26,7,-3.532063206959482
US:29196009,As a teenager back in.the 1980s,0.23,10,-4.297034161495383
US:35974578,When I saw how much Republicans favored big business over the public,0.28,12,-3.1940106558204477
US:1015933,I just stay away from politics,0.35,6,-2.4153582955221853
US:190809023,Not sure....,0.22,3,-5.546584451201576
US:197879847,I became a Republican when Obama was in office,0.41,9,-1.9318386753271044
US:138955263,"I was very young, like 15.",0.61,9,-0.7752608636137006
US:40740267,When I saw the Republican party moving towards fascism.,0.3,10,-2.9741276035331135
US:2657780,as a teenager,0.33,3,-2.588816229249018
US:4290188,WITH IN THE LAST COUPLE OF YEARS,0.45,8,-1.6727884145030967
US:40721305,I always have,0.65,3,-0.5698847099574276
US:314215,not sure,0.24,2,-4.0409995562355
US:173640705,I can't remember,0.81,4,0.33104718260455535
US:29864847,1958,0.24,2,-3.8783951786238102
US:188327943,"2020, when I was first getting into politics",0.52,10,-1.2708777220071956
US:193760887,2023,0.22,2,-4.489752467842278
US:2474594,When i was in high school.,0.45,7,-1.694927405625041
US:495847,In my early twenties when I started working and had to be responsible for myself and my own finances.,0.68,20,-0.4183352898101013
US:29454577,"I had been a Republican back in the 1970s and 1980s, but switched to Democrat when the Republican Party became infested with Rush Limbaugh. I switched back to Republican because of the Democrats supporting DEI and funding universities. The problem with universities extends beyond crazy left wing stuff. Science actually has become infected because too much money has been spent in it, and it has become a big bureaucracy, often advancing nonsense because people want to conform. I still do prefer the Democrats on smoking--they are more supportive of smoking bans in public places and other anti-tobacco measures. I slightly prefer the Democrats on other environmental issues, but they are now pretty weak. For example both Biden and Harris supported fracking, and the Democrats chose a coal lobbyist, Jaime Harrison, to be the head of the DNC just prior to the current head. Why did they do this? Because he was black, and that is all they care about.",0.24,190,-3.983754766248464
US:39565636,During Obama’s term. He spoke a good game but created culture of racism and division. He blew it for me when he didn’t think America was great. I think that was in a speech in January.,0.24,42,-4.069283458111271
US:2559310,Vietnam,0.26,2,-3.511800593151533
US:131893163,1972,0.24,2,-3.9290269118074503
US:145200391,During Barack Obama's second term,0.26,6,-3.4996872381266364
US:2594180,When Nixon was awash in scandals.,0.22,8,-5.1114337634169935
US:27124844,About 10 years ago,0.62,5,-0.7034694035958664
US:188436735,When John McCain added Sarah Palin to his ticket to pander to women voters.,0.24,16,-3.9521049026901975
US:115442519,Always,0.23,1,-4.413427954033356
US:140242283,As long as I can remember,0.76,6,0.03572547107001913
US:188501541,Experiences with inequality and injustice made me identify with the Democratic Party's values.,0.38,16,-2.1624409160611955
US:170396695,When I became aware of politics so probably when Obama first ran for president,0.23,14,-5.760901802020452
US:101669325,when I was 18,0.54,5,-1.1701756435091648
US:108028501,A few years ago,0.9,4,1.0159353293332627
US:186891765,50 YEARS AGO I KNEW POLITICIANS LIE . I DON'T LIKE TO INVOLVE MYSELF IN CRIME AND CORRUPTION.,0.24,30,-4.02067435594676
US:672977,years ago,0.23,2,-5.950614861191519
US:187630747,When I voted for Obama,0.3,5,-2.9523052608486644
US:40246084,I've always have. I don't remember when,0.41,10,-1.9522408876257789
US:4638263,Always,0.23,1,-4.413427954033356
US:2563039,During the Nixon administration,0.3,4,-2.9370854142333287
US:176224,When Joe Biden and Kamala Harris were first elected!,0.31,11,-2.8602635518556627
US:26619647,When I was about 7 years old,0.86,8,0.6940037337852225
US:186895145,1960,0.28,2,-3.17807639983699
US:31505686,1972,0.24,2,-3.9290269118074503
US:3089805,"Many, many years ago, but I always was proud of the fact that I rarely voted a straight party ticket. Always voted for the individual that best reflected my take on the issues.",0.37,37,-2.2186012262498434
US:171060083,"I guess I always have not politically followed the Democrat and the Republicans, but felt the Democrats had more heart",0.24,21,-3.8615137903035524
US:172820435,The people should be able to decide on specific matters not only the politicians. Democrats are too liberal.,0.53,20,-1.207773314809107
US:36497032,"A long time ago, over 50 years",0.78,9,0.15655983040396118
US:2876445,Don't remember,0.33,3,-2.651686822563693
US:40594036,Because I know NOTHING about neither or politics so would just rather stay out completely of that topic.,0.24,19,-6.094293432920164
US:32967718,always,0.43,1,-8.35809255657001
US:141524063,About 20 years ago,0.61,5,-0.7853662890965657
US:2273805,Since I started voting,0.22,4,-4.690578374455941
US:39409256,"My grandparents & parents wereDemocrats, so I always identified that way!",0.23,14,-5.894421661754656
US:28233243,1977 when I first registered to vote for the first time. I thought myself a Democrat when I saw what being a Republican is about.,0.31,28,-2.839345500086292
US:46130737,After I heard the views of family.members,0.26,8,-6.719510541095936
US:1215825,"56years ago, when I first registered to vote",0.35,10,-2.4480350060187437
US:40642036,When Demorats did not pay attention to the will of the people!,0.36,15,-2.3144972906292725
US:135088049,When considering polices and actions that reflect the U S Constitution and the Bill of Rights.,0.29,18,-3.106681868453048
US:197366017,Always,0.23,1,-4.413427954033356
US:3164502,It was when I was watching a Rush Limbaugh show that I realized I was in the wrong party. I changed parties that year and I've never regretted it.,0.67,34,-0.4693452868213285
US:963660,in 1958 when I was 18 and could vote.,0.47,13,-1.542368173056443
US:106791941,After the 2020 election,0.92,6,1.2999858506050401
US:33759408,never,0.34,1,-7.6165713913994235
US:41792194,In the 1960s,0.9,6,1.092167453177229
US:153975485,I have never thought of myself as a Democrat. I voted for someone who happened to be a Democrat and it went on from there.,0.59,27,-0.8788200077250266
US:42677366,"Many years ago, for the first time; however, much more recently as the Democrat Party is no longer, even remotely, fighting for regular people, they fight for the super wealthy.",0.28,37,-3.165385033094031
US:4515565,"In my mid-teens, I guess.",0.27,9,-3.3979722058963606
US:3141918,When I realized I was voting mostly for Republicans,0.28,9,-3.175222547596752
US:32546137,"Most of my adult life, the only democratic president I considered was Jimmy Carter.",0.26,16,-3.5193973319551746
US:166973633,"As far back as I can remember, everyone of My family has been a democrat",0.35,16,-2.3965559298130032
US:188253815,When I fur,0.24,3,-4.048504068047854
US:206097593,Where do they find these politicians,0.36,6,-2.3006345073721057
US:163440249,Boring & irrelevant,0.36,4,-2.326414791378342
US:134351069,Back in the 1990s,0.8,7,0.2594251481888851
US:27926123,Always,0.23,1,-4.413427954033356
US:25459674,When Donald Trump became the Republican nominee in 2016,0.55,11,-1.1150800949313415
US:40624657,My parents were democrats and I identified with most Democrat politicians,0.22,12,-5.596331222937155
US:1184762,I used to be a Republican. However I moved away from them when had little tolerance for opposing views.,0.25,21,-3.802053228204006
US:4278761,Twenty years ago,0.55,3,-1.0679952387036566
US:177983087,I registered Non-Partisan in 1972 the year I turned 21. After finding I could not vote in the Primaries I registered as a Democrat.,0.52,33,-1.2740304752963412
US:45726052,2012,0.31,2,-2.823227501159223
US:169123083,When I stopped caring about what was happening with the government,0.49,11,-1.4450962433436538
US:146206817,When I was seventeen and thought George McGovern would be better than Nixon as president.,0.22,17,-4.706756473805873
US:130887335,as a young adult,0.43,4,-1.822092918372143
US:2631103,Over 40 years ago when I started seeing the way democrats were heading.,0.25,16,-3.7349018849257254
US:41414604,Democrats have become the party of the elites & have no morals. The party left me & most Americans. It's clear Democrats hate America.,0.49,28,-1.437078226803865
US:28202945,When I first registered to voite,0.23,7,-4.080270305230868
US:189290073,when i became an adult.,0.37,6,-2.221793820169657
US:2734679,Obama years,0.27,2,-6.875493481503731
US:170432149,In my early 20’s,0.6,6,-0.8282074768659317
US:3196180,When Trump ran the first time. I was thinking oh God we can't let this happen.,0.35,19,-2.4213158776653354
US:1154473,2025,0.22,2,-4.563885237834318
US:1828095,During the 2000 election. I was Republican but hated the way the Republicans cheated Al Gore out of his presidency by using the SCOTUS. I re registered as a Democrat and haven't looked back.,0.44,42,-1.7219249637520244
US:140100201,1972,0.24,2,-3.9290269118074503
US:1499899,When I regisered to vote in 1952,0.27,11,-3.3050973035855122
US:615551,When Nixon was President,0.26,4,-3.5776309625933354
US:167984309,none,0.38,1,-8.00808747740049
US:22084835,When I was 18,0.86,5,0.6650241478731009
US:2969762,In the last 10 years,0.9,6,1.0605149704960946
US:3191371,1970,0.28,2,-3.14481343197934
US:108983179,"When I knew that it fights for the right of all people not just the rich, or middle class but the lower todompol of people , people right to speak , hear and see what they want. Not controlled by others.",0.23,46,-5.827484264049507
US:3167039,. Certainly when Obama was elected.,0.23,7,-5.951907218582107
US:2730631,1969,0.25,2,-3.639643283865915
US:137003893,After I voted for Reagan and regretted my vote.,0.22,11,-5.3190924207232575
US:37668963,I vote for right reasons,0.23,5,-4.120458637046254
US:131632537,I can’t remember,0.85,4,0.6511387590362235
US:700171,Always,0.23,1,-4.413427954033356
US:137855943,Age 20,0.35,3,-2.4283406002000962
US:3744133,Most of my life. My father was Republican. I was a member of the Young Republicans.,0.43,19,-1.7911823701831462
US:143918667,My father was a Democrat and he always told his eleven children that the Republican Party was for the rich and I truly believed him. Look what is happening now.,0.39,32,-2.0652834562614504
US:31254056,Always,0.23,1,-4.413427954033356
US:1984612,growing up,0.48,3,-1.5084769900181192
US:29442981,"I ran for a school committee office in the '70s and was a republican then and before then, but I have voted for democrats on occasion as well.",0.45,33,-1.65502287229555
US:101985793,Since birth - ha ha,0.33,5,-7.570618323863594
US:169798611,When I realized that Trump was in the 2016 election running as president and the democrat candidate was saying things that sounded very socialistic,0.28,27,-3.1963208595708554
US:1316518,1976,0.23,2,-4.140705501712556
US:39928608,Always,0.23,1,-4.413427954033356
US:170195089,Since I became old enough to vote,0.3,7,-2.963162838686492
US:22972579,As soon as I could vote.,0.23,7,-4.330730036554263
US:138550513,In college,0.3,2,-2.9461286076723385
US:807523,In my teens during my first election after hitting 18,0.23,11,-5.8176614964338
US:2746020,When I got my first paying job,0.62,7,-0.738107354263151
US:4425732,when Clinton was running,0.22,4,-4.773335547977087
US:193132985,"In the last year, when Donald Trump started to talk like a Fascist. I realized that being a Republican for 30 years means nothing now, that party is dead to me.",0.41,37,-1.9400946217533301
US:156714487,My whole life I have voted for conservative or libertarian candidates.,0.46,12,-1.6312524336225807
US:4541344,I knew I was a true Democrat from the time I was a teenager and have held my political views to this day.,0.62,24,-0.6920174395299902
US:3666980,"In 1976 when I was working for the Railroad and was instructed to Vote Democrat, or Else, harm could come to me or family.",0.22,29,-4.938305150369006
US:4392477,18 years of age. I had to decide,0.59,9,-0.8748173332593219
US:1277139,"After Clinton 1, and I discovered he had lied and misrepresented most everything he said he stood for.",0.22,21,-4.840202071664458
US:28818021,when I first starting to vote,0.22,6,-4.991422779440516
US:101523499,I have always been a democrat,0.68,6,-0.41778258504454446
US:196596567,Don't know,0.54,3,-1.129306496459096
US:913969,"not sure, the 90s maybe",0.32,8,-2.736415455817272
US:116835999,"For along time, don't like either party",0.22,9,-5.116362877270343
US:185480379,obama,0.23,2,-4.382553900998104
US:200175807,In high school,0.54,3,-1.1714445006639997
US:579431,As I matured and followed more what was happening in our nation,0.25,13,-3.6871204387385914
US:30002325,Several years ago,0.58,3,-0.9418871400750328
US:22392855,After 6 years of Obama and several democratic Governers.,0.22,12,-4.827369491623429
US:39459886,"When I learned the difference between Democrats and Republicans. Democrats these days are more compassionate, philanthropic, and seemingly more intelligent.",0.28,25,-3.256069859724006
US:2816387,When I saw how off the wall the Democratic Party is,0.44,11,-1.7565079464438766
US:197403395,gaza,0.22,2,-4.576564312971636
US:178817805,During the Obama administration,0.44,4,-1.7189251382742035
US:4603326,after bill clinton,0.22,4,-5.2794629148635845
US:163090299,I was born democrat,0.25,4,-3.750756771005865
US:3173735,Always have since able to vote,0.23,6,-5.944230808541265
US:24708581,1968,0.24,2,-3.9177846743557936
US:182600119,When I started listening to Rush Limbaugh and realized he made a lot of sense.,0.35,17,-2.425808078985439
US:1284947,During Clinton presidency,0.26,3,-6.73235170588298
US:120778421,always have,0.23,2,-6.0242480893363375
US:765554,We are for all people,0.32,5,-2.7266119257312718
US:1961133,When I was about 13,0.82,6,0.41947377382809564
US:179994321,1984,0.29,2,-3.0667429557189836
US:187618805,Unknown,0.25,1,-3.7058855111295883
US:2143683,America First,0.23,2,-4.111669541078311
US:1612035,Always when I could vote,0.25,5,-6.464502027591843
US:41596731,"Back in 1970 and my Dad asked, who are you for? I said, Nixon. That's why I put Republican on my ID",0.26,29,-3.4414559739128503
US:134436719,18,0.23,1,-4.087479541546389
US:45692238,When Obama first became president,0.36,5,-2.340888780138272
US:36454902,never,0.34,1,-7.6165713913994235
US:169740087,After Biden was elected,0.39,4,-2.1151453080954163
US:194533309,A long time.,0.38,4,-2.1595555591373095
US:121333755,1971,0.26,2,-3.447926800439771
US:2963081,When Bush invaded Iraq,0.24,4,-3.9518882627717113
US:1981471,when i discovered that the Democratic party was communist.,0.26,10,-3.4415206920664345
US:823426,when trump decided to run,0.27,5,-3.3392589470376954
US:128546897,I dont know never thought about it,0.32,7,-2.74183362737025
US:1402446,At age 21 when I voted for JFK.,0.22,10,-5.040558195834516
US:2491549,"As a lifetime Democrat, I continue to be impressed with our core values",0.38,14,-2.185156979975718
US:126861069,"Probably, I thought of myself as a republican at about age 20 because I though about my values and government polies more when I became more of an adult.",0.22,33,-4.922420503601366
US:3130390,15,0.26,1,-3.4360157791280206
US:2539584,When I first voted.,0.23,5,-4.162043991666066
US:3086877,Many years ago,0.55,3,-1.062648111286573
US:11291,Early 20s,0.31,4,-2.8099382428177484
US:27378582,40 years ago,0.43,3,-1.8355180630508676
US:41902300,When I was very young,0.71,5,-0.24240637683044408
US:132450979,My family has always been democracy’s. Oboma changed my mind.,0.24,14,-6.100038485259188
US:4202712,When I was 21 and start getting news from different sources. I also have a degree in history and see the detrimental effects of socialism and the nanny state.,0.34,32,-2.548541146336297
US:158694127,When I became an adult and could evaluate the issues myself.,0.31,12,-2.8296024770174086
US:22954833,When Ronald Reagan was in office,0.57,6,-0.995601586349411
US:32974396,During Trumps first presidency,0.23,5,-4.255101233117229
US:543159,All of my life. I grew up in a politically active household. I briefly became a Republican in my early 20s but went to meetings and caucuses and soon realized it was not for me. Being a Democrat is as much something I do as something I am.,0.41,56,-1.981509036770422
US:27926155,When I voted for the first time,0.63,7,-0.6410702654058741
US:877476,When I turned 18 and voted.,0.26,8,-3.4722019121869727
US:29767816,Substance over appearances,0.27,4,-3.308411848263096
US:139642321,1968,0.24,2,-3.9177846743557936
US:138645977,When I first started voting many years ago.,0.23,9,-4.142615382051799
US:2073015,1972,0.24,2,-3.9290269118074503
US:107505357,five years ago,0.34,3,-2.5599424619244733
US:27393269,Cannot remember that far back,0.28,5,-3.2070955749736334
US:494406,since teen years,0.28,3,-7.013079825167872
US:2413449,when I started High School,0.3,5,-2.9948449618696804
US:27126759,From 18 years of age,0.62,6,-0.6997756973514805
US:27502692,After realization that foreign policy is the same under both parties.,0.28,12,-3.2296674349377352
US:174507183,When I was old enough to vote,0.48,7,-1.5160760405019993
US:130529895,As a teenager,0.69,3,-0.35601915469780177
US:165213033,Long ago (I am 750,0.31,7,-2.7888450532652187
US:131661457,I was a Democrat from my very first vote. My Mom was a Democrat but my Dad was a Republican whose father was a local elected official. The values of the Democratic Party resonated with me early on and still do.,0.68,45,-0.4096307454810646
US:323056,All of my life,0.53,4,-1.2081879799785555
US:28437669,I am not sure,0.87,4,0.7644580111542372
US:203285677,Not sure,0.38,2,-2.1874984942408053
US:185519765,When I came to live here eight years ago,0.35,9,-2.3892142821136164
US:39128355,At 18 when enlisting in Army.,0.23,9,-5.863505387427936
US:2018206,In high school,0.54,3,-1.1714445006639997
US:4277067,I'm not exactly sure I used to be Democrat for a long time and I kind of flip sides once the Democrats start becoming whiny about everything,0.29,29,-3.0525947612374518
US:3654093,Since forever. I dont understand politics at all. Politicians all lie so it is hard to believe anything.,0.23,22,-4.357300340655629
US:181358225,When Trump became the republican nominee,0.32,6,-2.755556881485423
US:4170926,In the 1980s.,0.58,7,-0.9224382212905281
US:168833811,always,0.43,1,-8.35809255657001
US:184157461,I have been one for 25 years.,0.77,9,0.08579683675472632
US:26203425,When I registered to vote way back when.,0.22,9,-4.682580850987905
US:198182127,"My parents were Democrats but I lived and grew up in a Republican state. They ran the newspaper, so I was informed on issues which helped me to make up my mind",0.37,34,-2.218791460403889
US:1119444,All of my adult life,0.35,5,-2.42083853643714
US:201386771,Unsure,0.47,2,-1.5491905888884199
US:167802817,as a kid,0.39,3,-2.123589513789688
US:153956491,don't know,0.36,3,-2.293573830847079
US:18856,In high school,0.54,3,-1.1714445006639997
US:677956,When I was 19.,0.47,6,-1.541243865692165
US:41010027,All of my life,0.53,4,-1.2081879799785555
US:134422429,Reagan,0.39,2,-2.069281513649237
US:59809,1965,0.24,2,-3.9507969624971935
US:192591025,1972. My first time to vote and clearly the Republican Party and my views are similar.,0.24,19,-3.949330246626295
US:2326398,1965,0.24,2,-3.9507969624971935
US:32073022,Always. I don't agree with either parties political theater,0.25,11,-6.376609571015629
US:25027018,my entire life,0.29,3,-3.0641805886869107
US:41039581,1980 president election,0.22,4,-4.76668132378468
US:40502040,55 years ago we!l,0.24,6,-6.32064592114041
US:876484,1979,0.23,2,-4.082708548274018
US:168640605,2008,0.38,2,-2.135997334621634
US:40439279,When Ronald Reagan defeated Jimmy Carter,0.37,6,-2.235372275306879
US:4214353,During the last Trump administration,0.39,5,-2.090745805063576
US:4718846,as a youth when it came time to vote,0.29,9,-3.0985692202664827
US:4053981,after I got divorced and my husband quit going in the voting booth with me and changing all of my votes to republican,0.22,23,-5.010442564710338
US:120197945,Several years ago,0.58,3,-0.9418871400750328
US:1462956,"After I left high school, I realized that I wanted to vote based on what candidate I believed was best rather than sticking with one party",0.27,27,-3.354143940455062
US:192997559,Over 40 years ago,0.62,5,-0.7332903380982548
US:134467757,In 2015 after finding out that Donald Trump was running for president. I voted for Obama in 2012 and I had greatly regretted voting for him.,0.43,33,-1.8304329218593693
US:40746030,Many many years ago.,0.27,5,-3.3066023024865103
US:123356213,When I first started voting every year I voted for the Democratic party,0.37,13,-2.2369990309324934
US:41598263,When I saw what they wanted to do for the country,0.41,11,-1.9410084490670907
US:119723801,probably 2016 when I realized neither party was good,0.22,11,-5.24469163327025
US:2335511,Mid 90s.,0.38,5,-2.196157397673263
US:40026978,Na,0.23,1,-4.162653026504952
US:141374753,in 2016,0.55,4,-1.103886570902847
US:4505860,"1976 when I read ""Atlas Shrugged""",0.23,10,-4.133453622550064
US:192892423,Always,0.23,1,-4.413427954033356
US:2280205,2016. Have been a true independent but the Republican Party has been hijacked and they are finding it hard to stand up to Trump. The GOP is no longer,0.51,33,-1.286717183561045
US:3075231,I have always been conservative in my views.,0.77,9,0.09816149145183047
US:2709302,"In high school, after closely identifying with the Republican Party prior.",0.22,13,-4.508435580243794
US:2827179,Since Regan,0.22,3,-5.295481629024494
US:25877219,2004,0.35,2,-2.4061705586301803
US:3188763,50 years ago in college,0.28,5,-3.1906178111430488
US:1128263,During the Carter administration,0.26,4,-3.459990159945207
US:147006233,no comment,0.22,2,-4.992776093219854
US:160119163,1970,0.28,2,-3.14481343197934
US:29137695,Teenager,0.42,2,-1.9061124262754956
US:134654857,No comments,0.28,2,-3.24366656423899
US:752140,Every since I voted for the first time. My parents are Democrat,0.26,13,-3.4369865764869236
US:188768029,Childhood,0.52,2,-1.2661607462374385
US:41837329,"Fourth grade, age 10.",0.39,7,-2.0943267757587676
US:108085039,When I first voted.,0.23,5,-4.162043991666066
US:1536058,when I decided to run for assessor in our town which was controlled by republicans,0.23,17,-4.429067226000631
US:30889178,"actually, when Barack Obama ran for presidency",0.23,8,-4.430756231104344
US:38150523,"Young, my family were hard working middle-class Democrats.",0.22,11,-5.190335942927663
US:2606768,age 30,0.22,3,-4.6173815820809985
US:112322401,In 1984 voted against Reagan thought he was not a good President.,0.29,15,-3.0500118570546513
US:197042513,1964,0.24,2,-4.066623158068542
US:40429605,for as long as I can remember,0.63,7,-0.6702711838330611
US:191074421,The late 90s as Sununu brought about the win at any cost philosophy and integrity began vanishing from the GOP.,0.22,25,-4.648510119391773
US:206879589,I can't remember,0.81,4,0.33104718260455535
US:40749114,All my life!!,0.22,4,-4.840258449197503
US:2970581,"Only when Trump took over the Republican party and began his campaign of lies, ridiculouslessness and destroying this country",0.22,21,-5.12080191308436
US:200185177,Freedom of speech,0.53,3,-1.2240308491353171
US:482788,After Obama’s first term. I voted for Obama the first time. That was my last time voting for a Democrat,0.6,23,-0.8307696533381894
US:134900403,When I became an adult and started paying taxes,0.61,9,-0.7465860302711678
US:3448310,Very young,0.22,2,-4.467035694530702
US:29677730,Before I first registered to vote.,0.22,7,-4.924167618609596
US:39571860,When the republicans didn’t obey president Obama for his nominee to the Supreme Court,0.25,16,-3.816421859257831
US:144423357,When I learned about republicans,0.24,6,-3.939117390849974
US:41902346,As a child,0.87,3,0.7952117110100922
US:193479349,since i was 20,0.27,5,-3.3227042361675982
US:1202726,about 10 years ago,0.37,5,-2.226041132193681
US:4542405,When I voted for most for Republican than Democrats,0.27,9,-6.886442049186825
US:155971683,Reagan era,0.26,3,-3.5144521844937033
US:194036659,Around 2008,0.5,4,-1.3761731650951292
US:148223427,When I was first able to vote,0.47,7,-1.5279630647086178
US:166176695,Can’t remember,0.35,3,-2.447336381365011
US:163192995,always,0.43,1,-8.35809255657001
US:2760647,2012 when I became a citizen and could vote,0.34,10,-2.5108170290693237
US:194929215,The first time I voted was for Ronald Reagan. The Carter administration and the way they handled the hostage situation didn't sit well with me. At that time I considered myself center between the left and the right. I voted for 2x for Reagan and the Older Bush however I thought Clinton wasn't bad and I hated the younger Bush and voted for Kerry. I didn't vote for Obama but I thought we should give the Man a chance. By the time he got out of office I changed my Democrat standing to Republican. I thought he wasn't a good President and cringed at the thought of Hillary becoming President. I will never vote for a Democrat again. Especially after the horrible job The Biden administration did with our Country but here in Delaware we already knew he was a corrupt liar and a embarrassment to Delaware. Him and the Transvestite Sara McBride.,0.24,173,-4.060517121087475
US:39890684,Can't say,0.33,3,-2.580308351631101
US:188063509,"In elementary school, we learned the differences between the parties and my gut identified with democrat views .",0.26,19,-6.598639822246168
US:194191991,Not sure,0.38,2,-2.1874984942408053
US:23655346,When I registered as a Democrat around 2017 or so.,0.26,13,-3.5905483896527137
US:35751182,It was definitely after President Obama's time.,0.23,9,-4.360570986276944
US:29769192,Summer 2020 and the praising of violence from the Democratic leaders.,0.24,14,-4.015376157512554
US:3520768,Both parties need to have TERM LIMITs. These life long politicians are all crooks. They have dirt on both sides.,0.23,25,-4.287687630168887
US:31154189,From the beginning as far as I can remember,0.61,9,-0.7940948284198168
US:2907015,During the Obama presidency I started noticing that I was agreeing with some of the republican policies and talking points.,0.36,21,-2.374651612641358
US:25185204,When Obama ran for President,0.33,5,-2.5637057444965516
US:41013035,For as long as I can remember.,0.4,8,-1.9884339601382295
US:27586924,When I registered to vote,0.42,5,-1.8984938590179516
US:121261917,When John F Kennedy ran for president.,0.28,8,-3.1491494438737044
US:198997249,I thought of myself as a Democrat upon achieving the age when I could vote.,0.46,16,-1.618085080015892
US:27796750,After the Clinton presidency.,0.24,5,-4.042557581486434
US:23312295,2015,0.34,2,-2.4943954741318355
US:101433183,Because I never liked any of the Democrats,0.27,8,-3.316717972194744
US:4661069,From the time I was in Highschool,0.57,8,-0.9751075906830536
US:125711769,2008,0.38,2,-2.135997334621634
US:133089909,As a teen,0.52,3,-1.2400648422544351
US:121586369,I've always been a republican.,0.59,7,-0.8500271514515019
US:4180727,2016,0.36,2,-2.358311613479094
US:2601198,When Republicans stopped prioritizing people over making money. “Its a country not a corporation.”,0.22,18,-4.7454635320396115
US:183230147,Probably around 18 when I first started working.,0.32,10,-2.672355863943669
US:133669761,Always. My views are split. I believe both parties make good points,0.29,14,-3.1139221723670945
US:1823459,"1980, after seeing the results of the Carter administration.",0.44,12,-1.7472965889075331
US:33204863,As a teenager many years ago,0.48,6,-1.485261469050366
US:173586335,In college,0.3,2,-2.9461286076723385
US:171423689,When I first started paying attention to the different party issues and realizing where my values aligned.,0.27,18,-3.35411921510862
US:1705176,All my life,0.68,3,-0.4169399512184029
US:128312303,WhenI see what the Republican Party has become,0.29,9,-3.1156919933928333
US:2727969,20 plus years ago,0.34,4,-2.4998499567859267
US:189853217,Since Trump's first election win.,0.22,7,-4.583341207975945
US:178896471,2012,0.31,2,-2.823227501159223
US:2950471,I became a republican after the Bill Clinton impeachment. that is when I started to fallow politics and learned the news media was biased toward the democrats side.,0.38,32,-2.158411784782566
US:156255717,When the Democrats went off the rails in 2016. That started pushing me closer to the center. I've always been more of a small-L libertarian at heart.,0.38,34,-2.143628638533249
US:1318022,I have always voted republican,0.37,5,-2.231889900960304
US:178225,late teens,0.26,2,-6.6428800001429185
US:192327411,My entire life,0.62,3,-0.7385635682786345
US:27067606,When I was a wee lad and Ike was our prez. I have been GOP since 1970 when I turned 21.,0.29,26,-3.0932082132881775
US:4621054,Age 18 when first registered to vote,0.38,8,-2.183647823716981
US:192966227,"During Obama's 1st term, I stopped being a Democrat.",0.41,14,-1.9641089995248242
US:206718369,"Both the left and the right are basically the same party. One is the passive right the other side is extreme right. Obviously the extreme right is horrible for humanity, but the other side doesn't really care.",0.34,42,-2.471198818791128
US:178816649,Always,0.23,1,-4.413427954033356
US:1968631,1972,0.24,2,-3.9290269118074503
US:4021985,Since 1964,0.42,4,-1.8632231946055184
US:2383381,During the GWBush administration.,0.23,6,-5.773662543912112
US:2426526,More than 35 years ago when I became born again,0.4,11,-2.052958353504931
US:2392425,I don’t know,0.83,4,0.46175977550999014
US:147018857,As a small child,0.81,4,0.35160354338682687
