person_id,when_decided_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:4541450,"When I became a Jehovah's Witness , I wait the Kingdom of God which we pray for in the LORD's prayer",0.22,23,-4.596612664632002
US:4172882,I have voted for both Democrats and Republicans in the past but mostly Democrats. The first Democratic Presidential candidate I voted for was George McGovern. I volunteered and contributed to President Obama.,0.4,36,-2.0291507004300704
US:4404382,High school,0.56,2,-1.0506428243407415
US:23751840,When I first saw Democrats turning towards Communism.,0.22,10,-5.48963837564496
US:133681177,"As a teenager, before I could vote.",0.37,9,-2.2758470982790695
US:1751898,After I made the terrible mistake of voting for Jimmy Carter,0.34,11,-2.499430143222692
US:2313164,1980,0.3,2,-2.97577091420927
US:127026527,I have always been closer to the Democratic party.,0.63,10,-0.6755224500836534
US:2633195,While Joseph Biden was in office.,0.26,7,-3.4554281904037625
US:371245,Probably age nine or ten,0.23,5,-4.277016648573451
US:189755537,1980,0.3,2,-2.97577091420927
US:207604,As a teenager,0.69,3,-0.35601915469780177
US:134387673,After Jimmy Carter,0.24,3,-3.9024364188750194
US:3220182,Al Gore ran for President and I thought he was a great candidate.,0.57,14,-1.006963269859706
US:23451541,In the mid-2000s.,0.52,8,-1.282572039287779
US:633394,My best recollection would be mid 1970's.,0.26,12,-3.4767914704727496
US:41834188,My whole life,0.57,3,-0.9646398752253083
US:3832827,In high school government class,0.29,5,-3.022332386556772
US:180968957,forever,0.23,2,-4.263622277764596
US:164621497,When Trump was elected the first time,0.6,7,-0.844624174856608
US:1931990,15 years ago,0.53,3,-1.1747781181724044
US:1123298,Democrats have developed into the party of hate.,0.49,9,-1.4175784170569852
US:38457862,"I was a Progressive, a major party in Vermont, but after Kamala lost I felt I needed to support Dems so last year I started calling myself a Dem not a Prog",0.22,36,-4.472188541917215
US:43317449,When I registered.,0.22,4,-5.111094064946467
US:2760874,during the past 12 years,0.45,6,-1.6852334762808947
US:2451335,I have been thinking about it for years.,0.86,9,0.7037520795034866
US:2632273,I have always felt this way. Right now Republicans are letting Trump do whatever he wants. Democrats actions are quite quiet.,0.26,24,-3.4432973097777655
US:41706935,1980,0.3,2,-2.97577091420927
US:149590829,I feel I’m independent the only reason I’m registered republican is so I can vote in the general elections,0.26,21,-3.5271135765585315
US:24849922,When Illinois governors stated being jailed for corruption.,0.3,9,-7.222807358876437
US:3014438,"1968, when I was 22",0.56,8,-1.0525578984947148
US:4097218,no clue,0.25,2,-6.441508341660762
US:3314126,When I was a kid,0.9,5,1.0762759758637521
US:1516818,1981,0.25,2,-3.693558459289983
US:39171636,as a teenager,0.33,3,-2.588816229249018
US:166194131,When I saw what the republican party represents. Not the people.,0.24,13,-4.032629454694179
US:159221267,I think it started when I was born,0.62,8,-0.7164053802443474
US:155104911,Unsure,0.47,2,-1.5491905888884199
US:3333856,When I found out what they stood for,0.31,8,-2.7880600387958268
US:181957021,When I registered to vote,0.42,5,-1.8984938590179516
US:192035013,Don't remember when,0.38,4,-2.178291246735604
US:126854329,10 years ago,0.54,3,-1.14254642896531
US:40825807,2019,0.51,2,-1.291233722965869
US:175254075,"After the Iran-Contra fiasco. So much hypocrisy, so many lies.",0.26,16,-3.49614131734867
US:44142267,As a child. Our family has always discussed politics and has always been conservative.,0.53,16,-1.194364906942595
US:24441746,Since my children were born.,0.26,6,-3.552604305069752
US:4601704,After the 2nd Bush presidency.,0.38,8,-2.1979085573227164
US:1308653,Election 1972 I voted for George McGovern.,0.39,12,-2.077413392736061
US:180375219,I decided in 2015 when president Trump was attacked so viciously. I didn’t want to be associated with the democratic party.,0.3,27,-2.970303947412186
US:146427281,When crook LBJ became President.,0.22,8,-5.6792598184883625
US:25440508,It is decided in the moment.,0.43,7,-1.8015888344201858
US:183830357,2000,0.48,2,-1.514072093272649
US:139338079,no,0.23,1,-6.076349784212942
US:420955,1975,0.24,2,-3.979079289446153
US:192026243,Early 2024,0.25,4,-3.7344460473774395
US:140787159,"When I realized that both political parties are influeced by the money bags in their respective parties, over 20 years ago.",0.26,26,-3.4799315538088536
US:123664083,When I was very young,0.71,5,-0.24240637683044408
US:2087588,2000,0.48,2,-1.514072093272649
US:1166052,When I was 9 years old. During the 1979 Election cycle.,0.29,16,-3.11141816435134
US:25792496,I'm undecided who side I'm on.,0.32,9,-2.7568567232960315
US:41221300,My mid thirties,0.23,5,-5.930833062816985
US:137038457,My momma is one so I become one..,0.22,10,-5.133063594152592
US:27966667,In my teenage and college years,0.28,6,-3.2341173484514414
US:128249631,Many years ago,0.55,3,-1.062648111286573
US:2476570,I used to be a republican.,0.72,7,-0.21009065488769088
US:139795563,After working to elect JFK as a youngster,0.31,8,-7.297691930108032
US:168169113,During the Viet Nam war,0.32,5,-2.6709718238027174
US:31203933,"In 2016, when Trump became the Republican candidate, our whole family took a look at what the Republican Party had become and how we had been deceived for decades. We realized that our beliefs more closely aligned with the Democratic Party. Ethics, morals, honesty, and integrity were important to us and were demonstrated by the Democrats. As a result, every one of us switched parties.",0.73,77,-0.12104609337944244
US:187857009,Decades ago,0.55,3,-1.063716553637945
US:104482541,"When I was three, making a speech about protecting the ocean, at my dad’s union meeting.",0.26,20,-3.517702686023816
US:2721894,Since when I registered to vote at 18,0.23,9,-4.248970755832175
US:134002387,High School,0.59,2,-0.851361715543466
US:42343368,When I was at a protest when I was 17,0.52,11,-1.2352708446885732
US:156892649,When the economy got worst years ago,0.24,7,-4.02620010875927
US:192968537,Ever since I could vote,0.29,5,-3.1228293909019977
US:912764,2008,0.38,2,-2.135997334621634
US:178948509,Before my first chance to vote at age 18.,0.26,11,-3.5428377239969926
US:889882,"the republicans have always been crooks since I was a kid, Nixon, Ford, Reagan sold arms for hostages illegally and ruined the economy and ran up the debt",0.27,33,-3.275008817584351
US:4683826,1981,0.25,2,-3.693558459289983
US:441635,1980 after Carter was President,0.22,6,-5.2534794253862644
US:192684055,In college,0.3,2,-2.9461286076723385
US:172262549,I am an independent person who will vote for whoever,0.66,10,-0.5086387793268548
US:184753335,College,0.25,1,-3.653671016954066
US:40343590,ABOUT 40 YEARS AGO,0.39,6,-2.1062204729818594
US:4017243,It seems a bit closer to my beliefs,0.29,8,-3.0696963098253027
US:4435846,Both side have key points so it better to vote for party who has more keys that you agree. However more people talk to get in the position then do differently from what they promised when running for office.,0.22,41,-5.156436116174649
US:194182261,1980s,0.53,3,-1.2153106483540557
US:103583133,1972,0.24,2,-3.9290269118074503
US:182632037,"Seeing all the actions Biden took during his period and President Trump took during his last term,I feel Bidens policies did more harm to the country. It protected illegal immigrants mostly and neglected the safety and security of the nation. As a legal immigrants myself, I don't want to see the country live flooded with criminals.",0.24,63,-6.3378437104653695
US:182261,when i was 18,0.51,5,-1.3085752900969954
US:4492862,In the early 1980's when the Democrats were throwing everything they had at Ronald Reagan!,0.34,19,-2.5515492063397422
US:120749819,Riots of 2020,0.81,7,0.31320957378906206
US:176427911,When I realized that Republicans care only about the ruch,0.22,11,-5.350204502614853
US:1341753,10 years old,0.33,3,-2.5927210510388967
US:174100107,1979,0.23,2,-4.082708548274018
US:42327128,when i woke up about 20 years ago,0.3,9,-2.982744873398017
US:134076243,1962,0.23,2,-4.1707816100099375
US:2608247,When I was still a child,0.84,6,0.5787841278436375
US:1499653,When the 1st Bush ran for president.,0.38,10,-2.1885605390040688
US:192795453,When I turned 18.,0.38,6,-2.1766337912018945
US:138817961,In college when I learned how similar the parties are and how they both stifle 3rd parties from gaining traction.,0.26,24,-3.449394554308607
US:27204954,When people put Trump in as the Republican candidate,0.25,9,-3.7074652429003225
US:164458227,I have never been close to either party.,0.51,9,-1.3350626471503246
US:180309767,I have always voted Democrat since I turned 18.,0.58,11,-0.9016482475139581
US:174720893,First Trump administration,0.25,3,-3.6293767234521486
US:46464430,"I used to be a Democrat up until 2016, then left the party.",0.54,17,-1.1244555076137257
US:191576187,I decided that I was closer to the Democratic party around the time I turned 18 years old and was eligible to vote.,0.43,25,-1.7795735126381835
US:2799775,When I started voting.,0.22,5,-4.660063425888877
US:33787292,No comment,0.25,2,-3.8145176195345756
