person_id,when_decided_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:191849051,I do not know I believe I’m just I was raised in West Texas,0.33,15,-2.6145865909144614
US:4599182,When I head my parents talking politics.,0.22,8,-5.509695967072828
US:26900045,When the Republicans went crazy and starting being a cult.,0.23,11,-4.361472082176173
US:141933759,20 years ago,0.5,3,-1.3866990518131532
US:29445403,When I was 18 and voted for the first time,0.62,11,-0.7193988146478634
US:45275071,1967,0.24,2,-3.9927765958519337
US:741692,40 years ago,0.43,3,-1.8355180630508676
US:35099635,a long time ago,0.74,4,-0.08215356934382914
US:177669219,when I was about 18 and realized how insane the Dem party was.,0.27,15,-3.35160825640453
US:178894325,"I have been a registered Democrat and a registered Republican. When Trump was running for President the first time, I definitely registered Democrat. In no way would I ever vote for him.",0.7,36,-0.29025038523113555
US:36320918,When Trump was elected in 2016.,0.39,9,-2.071299029353149
US:44547027,Years ago,0.33,2,-2.6262582620540904
US:25216084,As soon as I understood politics,0.23,6,-4.293006273162481
US:1964367,After The republicans ruined the state of Florida.,0.25,10,-3.78237048839393
US:171992063,Middle or high school,0.28,4,-3.192876084581838
US:3053018,"After voting Republican for 25 years ,I decided the Republican party was going too far to the right. The Tea Party was the start of the down fall.",0.35,32,-2.4000627274907997
US:174811825,I have always felt like this.,0.7,7,-0.27811439731343324
US:27659037,1990,0.27,2,-3.29802868521681
US:188851381,When Hillary was running for president,0.35,6,-2.466208969519672
US:34434658,Before I turned 18,0.54,5,-1.164157078946027
US:131216537,when republicans went right wing,0.25,6,-6.5095333034984275
US:129511861,My family are democrat. I was raised democrat. First time I was actively interested was when John Kennedy was president,0.24,22,-4.0342406536277515
US:4215486,when trump took office last time,0.23,6,-5.808692730889826
US:187207903,I don’t,0.7,3,-0.2778553949441371
US:1613146,"By late 2010's became apparent that neither party listened to concerns about immigration, DEI and inflation",0.22,21,-5.575175345268879
US:177518027,2004,0.35,2,-2.4061705586301803
US:1766805,When Richard Nixon resigned,0.4,4,-2.009276106493841
US:187587997,"2016. After the presidential debates it became clear that the party had abandoned all that was pro family and the people’s wishes.,they only supported victims printed racism and their constant attacks on Trump.,their whole campaign was anti Trump",0.28,45,-6.895273736672003
US:140252657,In 2008 when the Washington State gubernatorial election was stolen by democrats. Dino Rossi won but ballot boxes and ballot cages previously certified as empty kept coughing up votes for Gregoire … until she had enough votes to win.,0.24,48,-6.161038428540901
US:27005671,When I was 10 years old. 1960,0.33,11,-2.6279074208821975
US:175232405,I don’t like politics,0.53,5,-1.1795583223942627
US:42716313,I was raised a democrat,0.46,5,-1.606800587393121
US:147130813,Can't remember when I became a Republican,0.38,8,-2.148489441970111
US:28884717,Cuando me hice ciudadano americano,0.35,9,-2.3915221889394136
US:185716513,"always been a republican, voted that way since I was 18",0.35,13,-2.4539498889141056
US:191187007,"in high school on surveys. however, when I was taught about the constitution in middle school it really solidified it because once you fully understand the Constitution and the way the founders intended it means that your going to be a republican.",0.24,46,-4.010867741937612
US:100792235,Around 2015 when I graduated from high school and started to experience more of life as an adult.,0.4,21,-2.010972275400533
US:22539615,I decided I am a Democrat when I first registered to vote.,0.41,13,-1.952998985166342
US:615682,when I ws old enough to vote,0.22,7,-4.88430494642161
US:1199865,after nixon was elected,0.24,5,-3.9854171165358507
US:144221315,"After 9/11, when the Republicans went hyper-patriotic and racist, and Democrats were smart and caring.",0.31,24,-2.8312990623940815
US:188649613,Since 2008,0.57,4,-0.9890911344274596
US:132819105,I was in Y late teens,0.23,6,-6.020055718940963
US:43911819,Last year,0.57,2,-0.9590231424905801
US:15636,When I moved here,0.34,4,-2.5552261830463894
US:4258213,no comment,0.22,2,-4.992776093219854
US:2350912,As a teenager,0.69,3,-0.35601915469780177
US:185352507,When I started voting,0.26,4,-3.506128337993993
US:38069276,At 18 years.,0.23,5,-4.156586277633462
US:2849062,1962 while watching President Kennedy speeches.,0.28,8,-6.99364997468959
US:40781251,1982,0.25,2,-3.674125862124034
US:330731,Ever since I can remember,0.63,5,-0.6406661858735324
US:195218269,I decided when I was a teenager that I was a Democrat.,0.51,13,-1.3019318758459455
US:181100699,I first was Republican but disliked their attachment to the moral majority. I like Bernie Sanders but I think they neither give a hoot enough about climate change.,0.22,31,-5.525960922787317
US:187420869,When i realized that the democrats were going way too far left,0.3,13,-2.882950525606697
US:128743307,When looking at the parties and comparing their ideals,0.36,9,-2.359079699466612
US:27523731,About 2 year ago,0.31,5,-2.797505709543291
US:1267464,4 yrs ago,0.3,3,-2.9059233207039847
US:4476187,a few years ago,0.62,4,-0.7082150890274926
US:2558132,1952,0.24,2,-3.8654919502613425
US:851587,1971,0.26,2,-3.447926800439771
US:37300852,1980,0.3,2,-2.97577091420927
US:1565345,G. W. Bush Administration,0.5,6,-1.3847709274840112
US:161606763,,,0,
US:142885003,35 years ago,0.38,3,-2.135853060690868
US:122431887,since i began to visited,0.29,5,-7.078610759417376
US:595780,When I was 18 and was getting ready to cast my first ballot.,0.46,15,-1.6134493450614935
US:28264345,i don't get into politics,0.28,6,-3.183593949526633
US:1065644,After seeing the hate and division spread by democrats,0.3,10,-2.946866623527677
US:129248607,When I was a teenager because my family has always been republican,0.29,12,-3.064793781997696
US:3752804,When LBJ was President.,0.26,6,-3.526703706873093
US:179486649,2016,0.36,2,-2.358311613479094
US:2297432,When I first voted years ago,0.24,6,-3.818206503099774
US:28244076,After Donald Trump was elected the first time,0.43,8,-1.788919348306233
US:13121,High school,0.56,2,-1.0506428243407415
US:41524661,WHEN WE ELECTED TRUMP THE FIRST TIME,0.41,10,-1.9619715531448478
US:181563451,When the Republicans became unrecognizable by choosing Donald Trump as their candidate,0.3,14,-2.9018903474094775
US:3010342,When Reagan was president,0.35,4,-2.444346533763709
US:128284009,Early on,0.49,2,-1.430045676040962
US:45168973,Always been,0.22,2,-5.040976043440548
US:41221206,Don't know,0.54,3,-1.129306496459096
US:174812831,Born and raised “republican” but pretty much as soon as I could think for myself,0.28,19,-3.1427869137956175
US:46372878,2007,0.37,2,-2.2639947949128496
US:174086369,When I started looking at my beliefs,0.37,7,-2.218747406673891
US:2158923,Probably in the mid to late nineties.,0.35,9,-2.3813934178945546
US:148010525,As a teen.,0.28,4,-3.1531165985981664
US:41032392,Always,0.23,1,-4.413427954033356
US:170269399,-,0.44,1,-1.7672421807361351
US:183261681,I was registered democrat forever. I am still technically registered democrat. But they have lost their spine since they absolutely fumbled the 2024 election.,0.22,30,-4.680610527992587
US:3811972,I've always identified with their views so before I knew what a democrat was I knew what they believed and I agreed,0.3,23,-2.899445806974466
US:38336436,When i turned 18,0.43,5,-1.7821047496181273
US:188276831,After Covid,0.26,2,-3.4972064378398566
US:1466011,1980's,0.35,3,-2.431552909795277
US:116795299,I was born into this,0.83,5,0.4814495527241162
US:188505737,Not sure,0.38,2,-2.1874984942408053
US:2356963,IMy mom was a sincere Democrat and I learned to appreciate those values as a high school student.,0.27,20,-3.326238486639461
US:966541,1994,0.25,2,-3.795768523233782
US:203956021,When I was in my 20’s,0.88,8,0.8949592007368528
US:180709497,many years ago,0.32,3,-2.7300206183132127
US:4524198,Economy,0.66,2,-0.502777093759271
US:39939032,1980-1984,0.45,5,-1.645393190793402
US:188404835,Growing up,0.55,2,-1.109014909212488
US:150433761,Many years ago,0.55,3,-1.062648111286573
US:1186901,After President Clinton. The democrats after him became too liberal.,0.22,13,-4.661127111350832
US:191797701,I began that thought process as a preteen as my parents were very involved in the political arena and influenced me.,0.5,23,-1.3985544658767668
US:200528197,1994,0.25,2,-3.795768523233782
US:105619,2007,0.37,2,-2.2639947949128496
US:46374498,first vote,0.49,2,-8.730465628042733
US:24243685,I don't understand this question,0.63,6,-0.6434158991009825
US:1114879,"A few years ago when, at a public event, someone stated that Democrats are inclined to help people while Republicans seek to help the wealthy.",0.38,28,-2.1868787477982634
US:1148208,Don't know,0.54,3,-1.129306496459096
US:26528663,I think when I was 16 - nearly 30 years ago,0.43,13,-1.8043276755213207
US:186611857,Because identify values in both parties that accept and leave too so I don't stick myself with one party,0.33,20,-7.540874778278234
US:146690641,When these parties decided to tell me how to live instead of providing service to the people.,0.24,18,-3.961089261984571
US:3174517,Several years ago when the Democrat Party's views moved further left and continue to do so. Before that I was an independent who would vote either way depending on the issue.,0.33,34,-2.592026599220335
US:376090,When Trump was first nominated for president in 2016,0.55,11,-1.0926661294631077
US:181153799,age 18,0.24,3,-3.89051355598537
US:28693750,2020,0.51,2,-1.3343852379519276
US:25051106,When I was in my twenties I realized my career placed me in the middle class which aligns closer to the decrates.,0.23,25,-6.067342274300219
US:41298844,When I was able to register to vote for the first time in 1972. I got to shake Robert F and Ethel Kennedy when they came to Laporte Ind in 1972. I volunteered for his campaign.,0.22,45,-4.7378697879593865
US:1824844,1960,0.28,2,-3.17807639983699
US:188872699,at the age of 18 .,0.5,7,-1.3759176136251798
US:42943674,When I first voted for the first time,0.64,8,-0.6066722903100402
US:128046679,always but for sure after the Iraq war,0.25,8,-6.531586894997687
US:495928,when i realized how much democrats lie,0.22,8,-4.853639184811492
US:191656033,After 2012 when i first started voting.,0.28,10,-3.200094766460113
US:41535622,As a teenager,0.69,3,-0.35601915469780177
US:153608619,When I first started voting at 18 years old,0.37,10,-2.2365242130293743
US:31554511,when my parents were voting as democrats,0.22,8,-4.924705324855367
US:27270932,When the democratic part started to become delusional. Obama era,0.22,13,-5.629666641343036
US:178874797,when I registered,0.22,3,-5.204306079683148
US:170413401,In 1972 when I was 19 years old.,0.58,12,-0.9517220440756832
US:143110165,1970 something,0.22,3,-5.071104221666006
US:2366053,many years ago,0.32,3,-2.7300206183132127
US:136655833,About50 years ago,0.22,4,-4.953592534565391
US:186237599,Whenever a Republican open their mouth.,0.22,7,-5.133115594897542
US:191573431,20 years ago,0.5,3,-1.3866990518131532
US:29142987,When I was young,0.85,4,0.6331430335963769
US:183449867,High school,0.56,2,-1.0506428243407415
US:1082963,When most or all of their policies align with mine.,0.25,11,-3.6245841656323194
US:145432303,When I began paying attention to politics and local elections.,0.24,11,-3.8478072646502652
US:2781061,I grew up in a Republican family. I have never questioned being Republican,0.57,14,-0.9597794579415864
US:113887129,2000,0.48,2,-1.514072093272649
US:32345586,I've always been conservation,0.28,5,-3.1864887450525594
US:4391488,2020,0.51,2,-1.3343852379519276
US:172047493,When my views aligned with the majority of the policies they support. A long time ago,0.31,17,-2.797474190775452
US:2568421,IN HIGH SCHOOL,0.26,3,-3.514079787632367
US:178588451,Since 10 years old.,0.27,6,-3.417199889345934
US:2008679,prefer not to share,0.26,4,-3.4937459572107707
US:102526651,I can't share this because it very confidential. I apologize.,0.32,13,-2.670345626657915
US:195743725,When I saw that how I felt was similar to this Party.,0.22,13,-4.499510692001228
US:3333058,ever since I first started voting in early 1970s,0.27,12,-3.399839354981493
US:104948183,When I registered to vote,0.42,5,-1.8984938590179516
US:35395566,A long time ago,0.87,4,0.7446733979419339
US:41262182,In my teens,0.3,3,-2.9801567743929467
US:973956,I flip flop often it all depends on what the current person running stands for so right now because i am concerned about the economy and immigration I am primarily voting Rep but next time I vote it could change,0.23,40,-5.918756866124025
US:3996471,I have been opposed to both political parties for many years. They spend too much time fighting each other and not finding solutions to problems.,0.7,27,-0.26915104615683033
US:116163315,I don’t really remember but it was in my 20’s,0.63,13,-0.6678337624671496
US:3154658,2005,0.37,2,-2.267871265662744
US:171936,When Reagan got elected,0.24,4,-3.9375710895058753
US:34288296,After Obama was electrd,0.22,5,-5.0893419870897905
US:1581506,20 years ago %! Fuc trump & every republican,0.53,11,-8.98295066892812
US:164810881,middle school,0.23,2,-5.923853694005513
US:1257118,Age 40,0.31,3,-2.788749279617613
US:42686953,When Nixon’ corruption was revealed in the Watergate investigation in 1973.,0.23,16,-4.441064563046928
US:117855391,Since JFK,0.27,2,-6.757864062457721
US:544345,1979,0.23,2,-4.082708548274018
US:40129136,1979,0.23,2,-4.082708548274018
US:2517337,1984,0.29,2,-3.0667429557189836
US:131158411,From the time i came out of the womb. I grew up in avery politically active Democratic household.,0.3,21,-2.9889897084809456
US:26018544,in my youth,0.28,3,-3.1644341778279275
US:2324197,During the election of JFK,0.24,5,-3.9857080359246924
US:35179869,From the beginning. Most times the Democrat party is just too liberal for me.,0.35,16,-2.4240703420157836
US:172609707,In 1967,0.71,4,-0.24282204484853478
US:107676933,When I was a teenager,0.84,5,0.55339031161624
US:198528663,When I was 18,0.86,5,0.6650241478731009
US:4372391,When the democrats were getting out of control.,0.41,10,-1.9815625687164695
US:22564191,Not exactly sure.,0.26,4,-3.5784856243387
US:131799501,Age 18. Now 82,0.27,7,-3.2762696418494217
US:40599410,"Not sure, when did the Democratic party shift to the left?",0.4,13,-2.046296394329737
US:1639847,Have leaned Republican my entire life.,0.27,7,-6.821236675929653
US:182612675,Idk. 15 years ago approx,0.23,8,-4.269364619251267
US:41130101,The first time I voted,0.7,5,-0.29416368627205036
US:32631615,I am not a US Citizen,0.64,6,-0.6335054901108887
US:137825873,Was born into it,0.22,4,-5.099297858787343
US:132504893,40 years ago,0.43,3,-1.8355180630508676
US:181731247,The first time I ever voted at in 1984.,0.27,12,-3.384392381432617
US:206465693,When I developed empathy,0.22,4,-4.629067299414836
US:41286264,When i first voted,0.23,4,-4.3587347019598015
US:158831607,70 years ago,0.33,3,-2.6324646930263835
US:1187079,After the Pentagon Papers came out.,0.27,7,-3.4182154869613663
US:2313902,After Carter completely screwed up the country,0.22,7,-5.285195541533615
US:161622419,50 years ago.,0.3,4,-2.990252371771917
US:26167492,Didn’t,0.23,2,-4.167266987341681
US:164069273,Before 1975.,0.25,5,-3.812044996012614
US:4467975,When I was able to vote and I read the paper about who was running and most of the time I voted Democrat,0.41,23,-1.9631414717530908
US:480712,During Trump's first term,0.34,5,-2.5279024978053224
US:2102857,In my mid-twenties,0.44,6,-1.7374520041176895
US:181384291,I registered as a Democrat when I first registered to vote in 1977.,0.49,16,-1.453988628206269
US:3949428,I don't remember,0.58,4,-0.9289461698827102
US:100754677,1980s,0.53,3,-1.2153106483540557
US:168182813,When I was 18,0.86,5,0.6650241478731009
US:32701180,not sure,0.24,2,-4.0409995562355
US:102378245,"I voted for President Obama both times, but it wasn’t until Republicans ran Trump for POTUS in 2016 that I realized I was no longer a Republican. Trump was such a poor choice - a man with low values and meals, unintelligent and uninterested in politics. The entire Republican Party let me down with the appalling choices they have made this entire century, and even before, maybe back to Nixon and Reagan.",0.23,85,-4.159115204342385
US:31474486,When I was a teenager,0.84,5,0.55339031161624
US:193613013,When democrats kept prosecuting Donald Trump,0.25,7,-6.4963106321916415
US:742908,2000,0.48,2,-1.514072093272649
US:1437879,I have always been closer to the Democratic Party.,0.67,10,-0.4789184866592946
US:170646411,2012,0.31,2,-2.823227501159223
US:159830479,Always,0.23,1,-4.413427954033356
US:190104323,When I was 12..my grandfather influenced me,0.23,10,-4.250919657404027
US:189615781,My Mom and Dad were and I just adopted their ideas and beliefs.,0.24,14,-3.9552174312742534
US:133121471,At the age of 18,0.87,6,0.7961282673119959
US:155882145,A few years ago,0.9,4,1.0159353293332627
US:455499,in high school I was engaged in politics There was never a question of being anything else but a Democrat,0.27,20,-3.4134660874795943
US:163020805,The first time Trump was voted into presidency,0.39,8,-2.0679421753257254
US:187088881,When I developed interest in politics and welfare of the country,0.27,11,-3.3526465703622734
US:193379437,it has been forever,0.3,4,-2.876772489772604
US:4055780,When I was in college,0.87,5,0.7602425845995948
US:32575363,Early 20's,0.24,4,-3.877512715216756
US:45803614,Since I understood the difference between the two parties so very young,0.26,12,-3.5520948582932106
US:27382106,In high school,0.54,3,-1.1714445006639997
US:31278701,At a young age. Since I was 18 and eligible to vote.,0.31,15,-2.7792682634176336
US:193503411,At about age 20 I decided most of my thoughts and ideas aligned more closely with the Democrats most of the time.,0.24,24,-4.0298649925554955
US:39176205,When I looked at the issues and saw the democrat platform opposite of my morals.,0.22,16,-4.589366042700729
US:182776857,The first time I voted in 1970!,0.28,10,-3.1385221925430344
US:168597189,Early on while learning about the goals and basis of each party.,0.22,13,-4.542332836248827
US:4347115,When I realized how bad of a leader Donald Trump is 2019,0.26,14,-3.501775842259237
US:191795111,1984,0.29,2,-3.0667429557189836
US:160095539,Graduate school is where I became more comfortable being conservative in my views. I voted for Obama in 2008 but was extremely disappointed in his leadership.,0.49,31,-1.4439015694310966
US:40394723,At a very young Age; As a Young adult I switched to Republican. Now I am older I am a Democrat Again.,0.24,25,-3.9095521389487566
US:3806476,When JFK was shot.,0.31,5,-2.851946330013728
US:2628077,1980,0.3,2,-2.97577091420927
US:665641,In the 2000's.,0.5,7,-1.3846808060646039
US:153308791,I decided as a young teen - probably 12 or 13,0.28,13,-3.1473518485317986
US:2145616,about 22 years old,0.24,5,-3.8574804753163376
US:25730405,2010,0.32,2,-2.7213105734743004
US:143201783,Last year,0.57,2,-0.9590231424905801
US:263367,The first time I voted in 1980.,0.44,10,-1.7275834016201383
US:501542,high school,0.24,2,-4.061424006995001
US:35234705,in my late 20s,0.43,6,-1.8189297563553537
US:24042688,When Richard M Nixon was president,0.34,6,-2.512847534534767
US:2502581,1987,0.26,2,-3.521394312133866
US:681642,10 years ago,0.54,3,-1.14254642896531
US:27142009,Sometime in 2018.,0.42,7,-1.8851838246349166
US:34525992,When I see they both vote for the same stupidity or talk a lot and don’t do a damn thing.,0.24,22,-3.9599178482873993
US:125241543,Skip,0.22,1,-5.450040364376639
US:42734159,when I became independent and responsible for myself,0.28,8,-3.2166287429626483
US:1216543,When I was a teenager,0.84,5,0.55339031161624
US:148896193,Probably around 2014,0.35,5,-2.4222422470684313
US:188267891,ask a child my parents are republican. grew up in church,0.23,12,-5.902234433325686
US:181352987,When I realized that they care more about people and not just themselves,0.29,13,-3.102474928187808
US:41771993,When I was democrat for 5 years,0.26,8,-3.5867302666483742
US:135508615,"In my teens, when reading Walt Williams and Thomas Sowell",0.23,12,-5.998581169538016
US:132638117,"When my children grew up and moved out, I had enough free time to analyze the policies of both parties and determined that my personal beliefs were more closely aligned with the Democratic Party.",0.63,36,-0.6783001242496731
US:138361501,"When I got married over 40 years ago, my husband and I agreed that he would register Democrat, I would register Republican and we would not vote party lines",0.31,32,-2.8334755177214075
US:46511714,"When the Republican party started embracing ""trickle down"" economics",0.32,12,-2.7527804920131995
US:140622535,childhood,0.23,2,-4.3186552115303884
US:136070671,I can't remember thinking I was a republican,0.41,9,-1.95837945775631
US:29021057,na,0.29,1,-7.070316797465924
US:3396338,The republican party has been extreme and corrupt since they stole the 2000 election,0.61,16,-0.7655611692509108
US:1854326,1964,0.24,2,-4.066623158068542
US:136769841,Many years ago,0.55,3,-1.062648111286573
US:155137297,the last five years,0.51,4,-1.3313513034895121
US:33656121,Have always been a democrat —they care more about the environment and regular people. Republicans look out more for rich people and themselves—want to impose their bellying everyone else,0.29,34,-7.083584054704839
US:180493507,Since the beginning of my voting,0.26,6,-3.564473826302105
US:27084070,went back and forth in early years but have stuck with Republican for a while now.,0.28,17,-3.159042233439055
US:310175,Since I was a kid.,0.35,6,-2.392446807036776
US:128592399,"I did not ""decide"" but with the last few years hearing some of the democrats speak I feel I am more in tune with republicans other than on the abortion issue. The democrats lost me with all these diversity & inclusion things & with letting minors undergo sex reassignment surgery/mutilate their bodies.",0.22,64,-5.363257504227473
US:4405024,About 20 years ago,0.61,5,-0.7853662890965657
US:168021167,obama?,0.22,3,-5.138233493907979
US:128975605,As a teenager,0.69,3,-0.35601915469780177
US:132017167,"I have always been that way inclined. So, it was never a transition - I just don't tie myself to a political party but examine the pros and cons. The right has nothing to offer.",0.25,40,-3.7062055970687076
US:144790123,"I grew up in a corrupt single party environment run by and exclusively for Democrats and their cronies. Laws were enforced selectively, elections were rigged, corruption was rampant. That place is called Philadelphia and it's why I'm a Republican.",0.29,47,-3.010585333182668
US:134177953,Over 50 years ago,0.65,5,-0.5825609572322417
US:137128377,In college,0.3,2,-2.9461286076723385
US:187896951,When I was 18 and went in the military,0.42,10,-1.846372565165924
US:127807101,20 years ago or more,0.29,5,-3.0025484152103687
US:42561395,When I was a teenager,0.84,5,0.55339031161624
US:182878625,In the 8th grade 1965,0.39,9,-2.0883297913776784
US:1184964,1970,0.28,2,-3.14481343197934
US:21982863,Father asked me to,0.36,4,-2.3558185475450846
US:180251291,"Many years ago, 20 or more.",0.32,9,-2.705774688378575
US:1624075,In 1975,0.72,4,-0.17310377538198357
US:24062814,About ten to 15 years ago,0.31,7,-2.8440706292817746
US:193015899,I consider myself an American and look at both sides but have voted Democratic for years,0.3,16,-2.896639260007372
US:152567261,"When the religious right and neo-conservative nationalists took over the republican party, and even more so when Trump won the primary in 2016.",0.56,29,-1.0295597482049235
US:120784089,"Probably about 25 yrs ago when I started to recognize that the government did not have everyone’s best interest at heart. There were so many special projects pushed through by various politicians, lots of handouts preventing people from being productive but just getting government freebies to exist.",0.22,54,-4.558195693319053
US:46943944,When I was about 16. .,0.3,8,-2.9128777402014707
US:153616,1956,0.24,2,-3.881797510807863
US:150313,That I Don't Know; But I Would Change If There Were A More Conservative Party...,0.22,18,-4.724967071862502
US:191212865,When I was in my early 20s in agr,0.31,11,-2.8622920122120323
US:132951561,when I was 19,0.5,5,-1.3641310050715683
US:40826873,When I was 18 years old.,0.53,8,-1.2100518110082454
US:136904579,1980,0.3,2,-2.97577091420927
US:123392119,1970s,0.49,3,-1.4086733878990878
US:179447933,When the democrats went against my own personal feelings and beliefs,0.32,12,-2.7173548580930365
US:28974074,When I accepted myself as part of the LGBT alphabet.,0.23,11,-5.857665682107393
US:1829125,"When I first voted, at age of 18",0.3,10,-2.989861706077445
US:186987043,Immediately after I got the right to vote i knew i was a Democrat. I knew in no world am I a Trump supporter.,0.25,26,-3.6436816907832688
US:180794803,After Clinton was President,0.22,4,-4.46567012182222
US:28162207,About 25 years ago,0.52,5,-1.2637684065497623
US:154601211,Pretty much in 2000 when I wished I was old enough to have voted for Al Gore. I was 16 and not able to but that was when I decided that was my ideals.,0.38,39,-2.1748517072675875
US:1464194,Decades ago,0.55,3,-1.063716553637945
US:997567,In the 1990s,0.91,6,1.1948122995731922
US:40080293,"When Obama was elected and did many things that I did not trust or support, and he nor his Administration were never asked to explain or defend any of them: American Deaths in Benghazi, Crimea invasion by Russia, Lies told to implement Obamacare/ACA. Then it was capped off by emplacing Biden as President of the US and denying his total loss of mental cognition until the Democrats lies were exposed - to the entire world. How embarrassing and disgusting. Too many lies, too much dishonesty from the Democrat Party. En mass.",0.36,105,-7.8194791798086625
US:1029294,2016 when I voted for Trump,0.29,7,-3.0387386451486527
US:2054332,"When I was in high school, before I was eligible to vote.",0.52,14,-1.2824370377079892
US:700822,2016,0.36,2,-2.358311613479094
US:135260641,When I first started hearing about politics,0.39,7,-2.129427771812466
US:147958329,1980,0.3,2,-2.97577091420927
US:40498956,Many many many years ago.,0.33,6,-2.6582327116049083
US:999639,Voting for Bill Clinton,0.5,5,-1.3515241127022617
US:181223,55 years ago,0.34,3,-2.5458328981335883
US:128236041,When I was young,0.85,4,0.6331430335963769
US:3338448,when I decided that I didn't belong to either party ideology,0.22,12,-5.387844170958405
US:174929909,Probably 10 years ago.,0.4,6,-2.0251752599941617
US:39845050,When that party lined up with my values,0.25,8,-3.804413527267111
US:2109583,"when i was very young, about 16-18 years old. I've always been a democrat and I will always be one, especially because of what is happening in our country now.",0.43,38,-1.797855832350134
US:183263387,"My parents were Democrats when I first ask the question, thus in my mind, I must be one too. I was very young so I had no idea what that meant at the time",0.43,37,-1.7880677625332708
US:137467557,I think it was around the time of the second Bush.,0.72,12,-0.17595269372035274
US:178906315,Long time ago,0.56,3,-1.0184553608494187
US:176975601,"In the 1980,s",0.33,6,-2.659389284436434
US:148810325,I don’t remember being anything but a democrat.,0.56,10,-1.0525383515209423
US:168892315,I decided I was a leftist when I saw the system working as intended and hurting people.,0.42,18,-1.9085125826109994
US:1578815,In my early twenties,0.64,4,-0.6243654069182252
US:202659901,I believe more in people's rights.,0.37,8,-2.254236366968967
US:2787285,when I started voting,0.22,4,-5.0358214173323805
US:1318066,"I had always voted for republicans until Obama’s second term, then I voted for him and all other democrats.",0.53,24,-1.2195841881096054
US:199538381,2020,0.51,2,-1.3343852379519276
US:35143685,In this past election cycle.,0.28,6,-3.128587063093182
US:1807292,1980,0.3,2,-2.97577091420927
US:2690359,i've known since i was a teenager that they all lie,0.32,12,-2.6976281517501537
US:200709233,since i was in high school,0.35,6,-2.3877195031530434
US:4589816,In 1980,0.74,4,-0.08200322789998865
US:541297,About 40 years ago,0.51,5,-1.341646188636213
US:195158719,"I gave up my right to vote in Primary elections, by choosing no party affiliation, about a decade or so ago.",0.33,24,-2.616881680287727
US:42644439,In 2016,0.84,4,0.5259279650871258
US:165453939,I will say in 2000,0.4,7,-2.02884802611035
US:115588855,When I found out that both sides hate black people,0.25,10,-3.701573107582684
US:4191765,Before I turned 18,0.54,5,-1.164157078946027
US:187863307,"MOST OF MY ADULT LIFE I WAS RATHER BORDERLINE. BUT TRUMP, VERY QUICKLY IN HIS FIRST TERM, TURNED ME DEFINITIVELY DEMOCRAT. ALL THE REPUBLICANS (MOSTLY BACK THEN, BUT A VERY FEW HAD A BACKBONE)…",0.22,60,-4.5321782538044015
US:175064635,traditional values,0.26,2,-6.593078786808634
US:1572282,when i was young,0.45,4,-1.6720296826287775
US:2647075,1974,0.23,2,-4.10283290413846
US:1554515,I'm democrat since my yough,0.28,7,-7.015144818717977
US:1121996,Years and years ago,0.36,4,-2.3118877881302096
US:2933497,I became a democrat in the 1970s.,0.7,11,-0.2746766369681265
US:169367785,2004,0.35,2,-2.4061705586301803
US:31896512,2013,0.31,2,-2.8381920865442107
US:179813089,The first election I was able to vote in - the republican candidates shared more of my ideals,0.23,18,-4.4373449741785365
US:2034235,When Trump started running.,0.22,5,-5.109080599700187
US:40871783,1999,0.26,2,-3.4524923063784025
US:138662129,"I think it was the first time I voted. It was when Obama was running and during the primaries, I was looking at both the Democratic and Republican nominees. But Obama stood out,and that was when I became a solid democrat. Not just because of Obama, but the policy and views he espoused.",0.46,61,-1.6156467182053476
US:132689347,1989,0.26,2,-3.481218101704184
US:185808189,In High School when Ronald Reagan was running for president and Jimmy Carter was running our nation into the ground.,0.32,21,-2.7146610445572414
US:4210623,When I first discovered leftist politics in grade school,0.26,9,-3.4938275995847534
US:180805935,When I first voted in 1980,0.4,8,-2.032910281592098
US:113284831,Right before college,0.24,3,-3.9511580144828464
US:151897851,1980s,0.53,3,-1.2153106483540557
US:180464653,When trump came,0.22,3,-4.979076443730686
US:88813,Two years ago,0.73,3,-0.10743072834773425
US:2846532,Always,0.23,1,-4.413427954033356
US:195207059,about 20 years ago. didn't like what the dems were doing,0.27,15,-3.386914621663186
US:191816317,About 2012,0.28,4,-3.176856023410323
US:1629156,About 1946,0.23,4,-4.108230414059249
US:183072629,As a child that's all I knew,0.44,8,-1.7408618473218418
US:120187057,As soon as I was old enough to vote,0.66,9,-0.507670052103508
US:939781,"At People around, and my father and I want because I don’t believe in the government totally come to our life you mean the freedom to make your own decisions.",0.23,33,-5.855290310029509
US:38520694,When Bill Clinton ran.,0.22,5,-4.982924493285554
US:2293830,I first decided that I was a republican when I saw all the diversity that I did not like on the side of the democats because they do not know how to run the Presidency.,0.27,38,-3.3547768627840173
US:28077894,Age 24,0.32,3,-2.6741722300164397
US:193927367,15 years ago,0.53,3,-1.1747781181724044
US:38105873,When I saw what Reagan did to damage thus nation.,0.24,11,-6.2928083511480075
US:138685563,"In college, after reading ""Rich Christians in an Age of Hunger"" and various other socially-justice-minded meditations.",0.23,24,-5.811782892623694
US:126518181,When I really wanted a republican in office,0.23,8,-4.348009451729497
