person_id,when_decided_pid
US:153009413,After Watergate. First time I voted was for Jimmy Carter
US:127181813,2020
US:1577544,When I first registered to vote
US:4171222,I have always considered the Republicans to be the party of the corporations and the rich. When I became aware that the Democrats would not turn away from corporate money and stopped being the champions of working people I gave up on them also.
US:4628509,Can’t remember it has been so long ago
US:29713655,45 years ago
US:44350002,1980
US:663087,"At a very early age, well before I was able to vote."
US:46650863,Trump
US:195468805,never
US:174598317,When Reagan was in office first term
US:42768781,When I voted for the first time at age 18
US:165457161,"Not sure, but I have always aligned with the party that supports unions, and protecting the people in our country who need more assistance."
US:22651982,"I don't know. I didn't ""decide"" it. I just noticed it one day, maybe a few years ago?"
US:2519555,"1980 I voted for Jimmy Carter, union household, lost my job as an ironworker and joined the Marines and never looked back. In 1984, Ronald Reagan and some republican's I held my nose and voted for Bush, Romney and McCain but there was no democrat alternative who I could trust."
US:27577997,When I was a teenager
US:1824582,Not sure
US:46469674,After the Bush/Gore election.
US:184024921,2020
US:196258227,it was a long time ago
US:39509182,dont know
US:1796036,About 5 years ago when I left the Democratic Party because they became too liberal!
US:128945561,trump
US:146099145,early in life
US:41318467,I've always been
US:1403475,When I was able to vote
US:2737454,When the Democrats started promoting socialism and went extreme left
US:175552135,The left has taken over the Democrate Party. 8 years ago
US:168875531,"After spending nine years in higher education and, as a consequence, becoming a teacher at several universities overseas."
US:26906455,1976
US:3314570,When I turned 21.
US:4541895,in 1970
US:133135495,"as an adult, homeowner, etc"
US:185390453,"This past year, prior to that I felt independent"
US:190133205,When I was in college
US:179252761,"I would say about 2015 when the 2016 presidental campaign began. I was never a republican, but had not decided where I fit until then."
US:2469503,n/a
US:3494335,In high school.
US:196123631,When Obama fooled America into thinking he was a good president
US:103736105,When GW Bush was handed the election of 2000
US:117536071,When I realized my belief system was closer to that political party.
US:40291795,When Reagan started pushing trickle-down economics
US:161042035,When Trump became a nominee
US:42680232,Since I can remember
US:173617923,2020
US:185173823,I knew I was a Republican in my twenties because if working to pay my way and leaning toward the conservative values.
US:449325,2010
US:1219840,probably about 1990
US:25707246,In the 1990's
US:41013538,1973
US:4142946,Unsure
US:4231151,When I was a teen my mom voted for Clinton. I remember her and my dad and uncle having opposing political views. I figured my mom was right and always followed her in rooting for blue.
US:1604153,About 5 years ago.
US:200511369,When I was old enough to vote.
US:184458163,In the early 2000s
US:137130429,2002
US:139741213,Age 15
US:443613,When Jimmy Carter ran against Gerald Ford
US:1293842,when i started following politics at age 16
US:132993665,When I was first eligible to vote.
US:2505003,"Many years ago. I voted Republican in 1976 , the first year I could vote and have voted for a Republican over 90% of the time."
US:40631645,at age 18
US:186884581,I have always thought of myself as a republican
US:403836,When I was 18 and old enough to vote I felt I was more aligned with Democrats
US:4150314,1960
US:2796475,Ronald Reagan
US:27690342,back during the civil rights and equal rights era (60's/70's)
US:22663819,I find that most politicians are in politics for power and don't care about the constituents other than for votes. Most tend to be too extreme in either direction. I tend to vote against the encumbent as I don't want career politicians. I would prefer more equal representation to get us back to the middle.
US:41164669,as far back as I can remember
US:44594069,57 years ago when I first voted at 18
US:182936195,Many years ago.
US:4522746,"When I realized the way the Democrats really are..the last 10 years or so. They are greedy and waste tax payers money on themselves,irrelevant issues and people.They seem spiteful and are haters."
US:727802,WITH RON REAGAN !
US:1804295,"During the Kavanaugh confirmation hearings, the Democrats did everything they could to ruin his life, even lied and fabricated schemes to do it. Very, very, mean spirited and ugly. I don’t believe anyone of them should be in Government!"
US:105635961,As a teenager.
US:195388581,When Ronald Reagan freed the hostages
US:187119153,When Obama was running
US:173882145,2018
US:133915101,When republicans died and became MAGA cultist.
US:28143472,I don't care about the politics
US:33400512,In my early 20s
US:129499767,20 years ago
US:31128076,All my life
US:134355157,When Trump came down the escalator in 2015
US:1176353,When I was 16 years old
US:1544386,When I was able to vote.
US:1566514,Around 2000
US:280245,I've never been particularly close to one side are the other but my position has been solidified over the last couple of administrations
US:35657122,in 1968
US:28112962,when i was 30 once i truly realized what they stood for
US:199126273,I think they both need to be revamped. It’s all about who has the most money to buy the politician of their choice
US:1171395,1960
US:27162807,I have always been a Republican because I agree more with their policies.
US:26629381,During Covid when the democrats starting pushing their agenda too much.
US:135955847,my whole life.
US:46064669,I became politocally homeless in 2020.
US:158934801,"After law school when I became a Deputy District Attorney and discovered how the Democratic Party, at the local, state and federal levels, engage in practices that make effective law enforcement more difficult and ALWAYS favor the criminals in our society. I do mean ALWAYS!"
US:198086241,I have always been independent.
US:2031902,Way back around 1964
US:186836033,"Growing up my grandparents, who raised me were democrats and I agreed with them"
US:42047127,2008
US:22493285,Years and years ago
US:2877100,1979 when Jimmy Carter was President
US:165665325,When I entered the US Army
US:100825775,Always
US:2216830,Age 15
US:1253773,"At 25 years old, I voted for George HW Bush because I wanted smaller gov't even when I was a federal employee. But as I got older and started to learn of the policies and goals of the different parties I started to vote for Democrats."
US:182760859,Teens years
US:125095645,When I was in high school.
US:57535,When trump was first elected
US:2255601,1967
US:160581453,When Obama became president
US:39672239,When I was 17
US:39530801,When I learned about God's kingdom
US:384941,growing up as a farm boy!!
US:481411,age 21
US:40424588,20+ years ago
US:1993456,In my teens
US:4487301,used to be a democrat until the party disintegrated into lunacy. didn't know enough about republicans
US:173707499,In college
US:166240663,When the bastards followed the same uniparty fascistic and imperialiastic policies toward Russia and Gaza.
US:166764263,2016
US:151281811,Before the age of 10
US:177614497,Over the past several months
US:27130628,When I moved to a highly red state and disagreed with a lot of the misinformation and propaganda that was floating around.
US:192384519,High school
US:128745929,1980
US:125092189,Have always felt that way. As long as I can remember.
US:29987594,When I became eligible to vote.
US:43433344,Too much censorship and authoritarianism by Democrats.
US:132615231,I became a Democrat in 1995...when I was old enough to vote.
US:122540365,1975
US:198557527,When I was young
US:127240955,21 years old
US:759551,60 years ago
US:140197463,1976
US:173948357,At 18
US:166723,I was always on the right side
US:35741699,In my teens.
US:57191,After George Bush Jr. was last president.
US:24941192,Age 22
US:164729033,College
US:23388555,As long as I can remember
US:41986460,after the election of Obama
US:164481283,"I'm independent just tend to vote for Republicans because they at least sometimes support the same issues I care about. Plus, the other side is completely insane and out of touch."
US:169500497,About 20 years ago.
US:28574391,When I was 40
US:196117905,When I grew up in the Reagan years.
US:125585737,Young age
US:1658830,The first time Donald Trump ran for president.
US:1734737,1980
US:196843025,I decided in 2004 with the second term of Pres Bush.
US:137324923,As a child.
US:2176265,When George Bush illegally invaded Iraq
US:179611313,When I was eighteen and voted in my first election.
US:149179539,Many years ago
US:141168613,In the 70's.
US:152310277,"Grew up in a Democrat family, but really admired JFK and became a Democrat!"
US:168035339,Young
US:30842707,age 21
US:152960151,When I realized that a lot of money was going to welfare programs.
US:155631389,In college during an economics class
US:40372424,1960
US:820018,When I first registered to vote.
US:41294859,I’ve been a republican my whole life
US:195096733,I have always been closer to the democratic party
US:1411228,2001
US:203269815,2015 when trump started his campaign
US:139152123,several decades ago
US:537359,After President Carter
US:26006856,When Republicans became too extreme on various issues and over the wars in Afghanistan and Iraq.
US:1676013,In the last ten years
US:191074,"As a young adult studying economics and international policy, understanding indirect impacts and building long term impact policy ideals."
US:3157912,1978
US:154730117,When the democrats started putting labels above people and the republicans started putting the Bible above people
US:30715398,In college during the George w bush administration
US:188236759,2004
US:1241389,believe in conservative view - less government the better
US:41148566,When I turned 18 and registered to vote.
US:120805729,always
US:1756893,1980’s
US:1929704,From the beginning.
US:153846539,I decided when I compared the priorities and decisions made by the parties
US:43999730,"Voted for the person who cares about the American people, not illegals or all the protesters for Palestinians"
US:182526739,Fall of 2016
US:167901299,As a teenager
US:27101300,In 1990
US:192223903,What I see of the Republicans they are almost like sheep following their leader
US:186313543,When I voted for the first time
US:184870285,By my second election
US:30178469,WHEN MY DAD TOLD ME I WAS
US:141575825,I decided when I was a republican based on what they help the country and it fits my values.
US:25453579,i was a republican when i was born.
US:131271597,In high school around 1998 I realized that I had I agreed with both sides
US:158967485,When Trump was in his first term
US:509302,Voted for John Kerry in my first Presidential election. As a kid I was huge fan of Hillary Clinton.
US:4522925,"When I realized that the current ""Republican"" party no longer supports anything even remotely close to what they've always claimed to support."
US:172770403,I don't remember; probably well before I was 18
US:174104975,since Ron Paul
US:42583995,Early teens
US:2488092,After Bill Clinton ……the Lewinsky affair did it.
US:4365090,About 50 years ago
US:41018505,During the 1976 Republican primary
US:203144991,High school
US:174873585,A long time ago…2012
US:39596627,When the Dem's started making OBVIOUS lie's..
US:2308346,50 years ago under LBJ
US:200629091,i think for myself
US:202775027,When I saw what a terrible job Trump is doing as a Republican. He’s our very own “home grown “ criminal. We need to deport him and his illegal wife. Those are his exact words about some criminals.
US:170673155,High school
US:569257,When the Republicans impeached President Clinton.
US:1906062,when i registred to vote
US:39510773,Several years ago because of abortions.
US:181817481,"I was 18, and hearing conservatives talk made me realize they just get off on punching down but then claiming that they're victims."
US:33399698,"As soon as I started to vote, whenI turned 18 in 1968 during the Vietnam War."
US:2291102,As a teenager
US:46110889,Used to be a registered republican
US:191849051,I do not know I believe I’m just I was raised in West Texas
US:4599182,When I head my parents talking politics.
US:26900045,When the Republicans went crazy and starting being a cult.
US:141933759,20 years ago
US:29445403,When I was 18 and voted for the first time
US:45275071,1967
US:741692,40 years ago
US:35099635,a long time ago
US:177669219,when I was about 18 and realized how insane the Dem party was.
US:178894325,"I have been a registered Democrat and a registered Republican. When Trump was running for President the first time, I definitely registered Democrat. In no way would I ever vote for him."
US:36320918,When Trump was elected in 2016.
US:44547027,Years ago
US:25216084,As soon as I understood politics
US:1964367,After The republicans ruined the state of Florida.
US:171992063,Middle or high school
US:3053018,"After voting Republican for 25 years ,I decided the Republican party was going too far to the right. The Tea Party was the start of the down fall."
US:174811825,I have always felt like this.
US:27659037,1990
US:188851381,When Hillary was running for president
US:34434658,Before I turned 18
US:131216537,when republicans went right wing
US:129511861,My family are democrat. I was raised democrat. First time I was actively interested was when John Kennedy was president
US:4215486,when trump took office last time
US:187207903,I don’t
US:1613146,"By late 2010's became apparent that neither party listened to concerns about immigration, DEI and inflation"
US:177518027,2004
US:1766805,When Richard Nixon resigned
US:187587997,"2016. After the presidential debates it became clear that the party had abandoned all that was pro family and the people’s wishes.,they only supported victims printed racism and their constant attacks on Trump.,their whole campaign was anti Trump"
US:140252657,In 2008 when the Washington State gubernatorial election was stolen by democrats. Dino Rossi won but ballot boxes and ballot cages previously certified as empty kept coughing up votes for Gregoire … until she had enough votes to win.
US:27005671,When I was 10 years old. 1960
US:175232405,I don’t like politics
US:42716313,I was raised a democrat
US:147130813,Can't remember when I became a Republican
US:28884717,Cuando me hice ciudadano americano
US:185716513,"always been a republican, voted that way since I was 18"
US:191187007,"in high school on surveys. however, when I was taught about the constitution in middle school it really solidified it because once you fully understand the Constitution and the way the founders intended it means that your going to be a republican."
US:100792235,Around 2015 when I graduated from high school and started to experience more of life as an adult.
US:22539615,I decided I am a Democrat when I first registered to vote.
US:615682,when I ws old enough to vote
US:1199865,after nixon was elected
US:144221315,"After 9/11, when the Republicans went hyper-patriotic and racist, and Democrats were smart and caring."
US:188649613,Since 2008
US:132819105,I was in Y late teens
US:43911819,Last year
US:15636,When I moved here
US:4258213,no comment
US:2350912,As a teenager
US:185352507,When I started voting
US:38069276,At 18 years.
US:2849062,1962 while watching President Kennedy speeches.
US:40781251,1982
US:330731,Ever since I can remember
US:195218269,I decided when I was a teenager that I was a Democrat.
US:181100699,I first was Republican but disliked their attachment to the moral majority. I like Bernie Sanders but I think they neither give a hoot enough about climate change.
US:187420869,When i realized that the democrats were going way too far left
US:128743307,When looking at the parties and comparing their ideals
US:27523731,About 2 year ago
US:1267464,4 yrs ago
US:4476187,a few years ago
US:2558132,1952
US:851587,1971
US:37300852,1980
US:1565345,G. W. Bush Administration
US:161606763,N/A
US:142885003,35 years ago
US:122431887,since i began to visited
US:595780,When I was 18 and was getting ready to cast my first ballot.
US:28264345,i don't get into politics
US:1065644,After seeing the hate and division spread by democrats
US:129248607,When I was a teenager because my family has always been republican
US:3752804,When LBJ was President.
US:179486649,2016
US:2297432,When I first voted years ago
US:28244076,After Donald Trump was elected the first time
US:13121,High school
US:41524661,WHEN WE ELECTED TRUMP THE FIRST TIME
US:181563451,When the Republicans became unrecognizable by choosing Donald Trump as their candidate
US:3010342,When Reagan was president
US:128284009,Early on
US:45168973,Always been
US:41221206,Don't know
US:174812831,Born and raised “republican” but pretty much as soon as I could think for myself
US:46372878,2007
US:174086369,When I started looking at my beliefs
US:2158923,Probably in the mid to late nineties.
US:148010525,As a teen.
US:41032392,Always
US:170269399,-
US:183261681,I was registered democrat forever. I am still technically registered democrat. But they have lost their spine since they absolutely fumbled the 2024 election.
US:3811972,I've always identified with their views so before I knew what a democrat was I knew what they believed and I agreed
US:38336436,When i turned 18
US:188276831,After Covid
US:1466011,1980's
US:116795299,I was born into this
US:188505737,Not sure
US:2356963,IMy mom was a sincere Democrat and I learned to appreciate those values as a high school student.
US:966541,1994
US:203956021,When I was in my 20’s
US:180709497,many years ago
US:4524198,Economy
US:39939032,1980-1984
US:188404835,Growing up
US:150433761,Many years ago
US:1186901,After President Clinton. The democrats after him became too liberal.
US:191797701,I began that thought process as a preteen as my parents were very involved in the political arena and influenced me.
US:200528197,1994
US:105619,2007
US:46374498,first vote
US:24243685,I don't understand this question
US:1114879,"A few years ago when, at a public event, someone stated that Democrats are inclined to help people while Republicans seek to help the wealthy."
US:1148208,Don't know
US:26528663,I think when I was 16 - nearly 30 years ago
US:186611857,Because identify values in both parties that accept and leave too so I don't stick myself with one party
US:146690641,When these parties decided to tell me how to live instead of providing service to the people.
US:3174517,Several years ago when the Democrat Party's views moved further left and continue to do so. Before that I was an independent who would vote either way depending on the issue.
US:376090,When Trump was first nominated for president in 2016
US:181153799,age 18
US:28693750,2020
US:25051106,When I was in my twenties I realized my career placed me in the middle class which aligns closer to the decrates.
US:41298844,When I was able to register to vote for the first time in 1972. I got to shake Robert F and Ethel Kennedy when they came to Laporte Ind in 1972. I volunteered for his campaign.
US:1824844,1960
US:188872699,at the age of 18 .
US:42943674,When I first voted for the first time
US:128046679,always but for sure after the Iraq war
US:495928,when i realized how much democrats lie
US:191656033,After 2012 when i first started voting.
US:41535622,As a teenager
US:153608619,When I first started voting at 18 years old
US:31554511,when my parents were voting as democrats
US:27270932,When the democratic part started to become delusional. Obama era
US:178874797,when I registered
US:170413401,In 1972 when I was 19 years old.
US:143110165,1970 something
US:2366053,many years ago
US:136655833,About50 years ago
US:186237599,Whenever a Republican open their mouth.
US:191573431,20 years ago
US:29142987,When I was young
US:183449867,High school
US:1082963,When most or all of their policies align with mine.
US:145432303,When I began paying attention to politics and local elections.
US:2781061,I grew up in a Republican family. I have never questioned being Republican
US:113887129,2000
US:32345586,I've always been conservation
US:4391488,2020
US:172047493,When my views aligned with the majority of the policies they support. A long time ago
US:2568421,IN HIGH SCHOOL
US:178588451,Since 10 years old.
US:2008679,prefer not to share
US:102526651,I can't share this because it very confidential. I apologize.
US:195743725,When I saw that how I felt was similar to this Party.
US:3333058,ever since I first started voting in early 1970s
US:104948183,When I registered to vote
US:35395566,A long time ago
US:41262182,In my teens
US:973956,I flip flop often it all depends on what the current person running stands for so right now because i am concerned about the economy and immigration I am primarily voting Rep but next time I vote it could change
US:3996471,I have been opposed to both political parties for many years. They spend too much time fighting each other and not finding solutions to problems.
US:116163315,I don’t really remember but it was in my 20’s
US:3154658,2005
US:171936,When Reagan got elected
US:34288296,After Obama was electrd
US:1581506,20 years ago %! Fuc trump & every republican
US:164810881,middle school
US:1257118,Age 40
US:42686953,When Nixon’ corruption was revealed in the Watergate investigation in 1973.
US:117855391,Since JFK
US:544345,1979
US:40129136,1979
US:2517337,1984
US:131158411,From the time i came out of the womb. I grew up in avery politically active Democratic household.
US:26018544,in my youth
US:2324197,During the election of JFK
US:35179869,From the beginning. Most times the Democrat party is just too liberal for me.
US:172609707,In 1967
US:107676933,When I was a teenager
US:198528663,When I was 18
US:4372391,When the democrats were getting out of control.
US:22564191,Not exactly sure.
US:131799501,Age 18. Now 82
US:40599410,"Not sure, when did the Democratic party shift to the left?"
US:1639847,Have leaned Republican my entire life.
US:182612675,Idk. 15 years ago approx
US:41130101,The first time I voted
US:32631615,I am not a US Citizen
US:137825873,Was born into it
US:132504893,40 years ago
US:181731247,The first time I ever voted at in 1984.
US:206465693,When I developed empathy
US:41286264,When i first voted
US:158831607,70 years ago
US:1187079,After the Pentagon Papers came out.
US:2313902,After Carter completely screwed up the country
US:161622419,50 years ago.
US:26167492,Didn’t
US:164069273,Before 1975.
US:4467975,When I was able to vote and I read the paper about who was running and most of the time I voted Democrat
US:480712,During Trump's first term
US:2102857,In my mid-twenties
US:181384291,I registered as a Democrat when I first registered to vote in 1977.
US:3949428,I don't remember
US:100754677,1980s
US:168182813,When I was 18
US:32701180,not sure
US:102378245,"I voted for President Obama both times, but it wasn’t until Republicans ran Trump for POTUS in 2016 that I realized I was no longer a Republican. Trump was such a poor choice - a man with low values and meals, unintelligent and uninterested in politics. The entire Republican Party let me down with the appalling choices they have made this entire century, and even before, maybe back to Nixon and Reagan."
US:31474486,When I was a teenager
US:193613013,When democrats kept prosecuting Donald Trump
US:742908,2000
US:1437879,I have always been closer to the Democratic Party.
US:170646411,2012
US:159830479,Always
US:190104323,When I was 12..my grandfather influenced me
US:189615781,My Mom and Dad were and I just adopted their ideas and beliefs.
US:133121471,At the age of 18
US:155882145,A few years ago
US:455499,in high school I was engaged in politics There was never a question of being anything else but a Democrat
US:163020805,The first time Trump was voted into presidency
US:187088881,When I developed interest in politics and welfare of the country
US:193379437,it has been forever
US:4055780,When I was in college
US:32575363,Early 20's
US:45803614,Since I understood the difference between the two parties so very young
US:27382106,In high school
US:31278701,At a young age. Since I was 18 and eligible to vote.
US:193503411,At about age 20 I decided most of my thoughts and ideas aligned more closely with the Democrats most of the time.
US:39176205,When I looked at the issues and saw the democrat platform opposite of my morals.
US:182776857,The first time I voted in 1970!
US:168597189,Early on while learning about the goals and basis of each party.
US:4347115,When I realized how bad of a leader Donald Trump is 2019
US:191795111,1984
US:160095539,Graduate school is where I became more comfortable being conservative in my views. I voted for Obama in 2008 but was extremely disappointed in his leadership.
US:40394723,At a very young Age; As a Young adult I switched to Republican. Now I am older I am a Democrat Again.
US:3806476,When JFK was shot.
US:2628077,1980
US:665641,In the 2000's.
US:153308791,I decided as a young teen - probably 12 or 13
US:2145616,about 22 years old
US:25730405,2010
US:143201783,Last year
US:263367,The first time I voted in 1980.
US:501542,high school
US:35234705,in my late 20s
US:24042688,When Richard M Nixon was president
US:2502581,1987
US:681642,10 years ago
US:27142009,Sometime in 2018.
US:34525992,When I see they both vote for the same stupidity or talk a lot and don’t do a damn thing.
US:125241543,Skip
US:42734159,when I became independent and responsible for myself
US:1216543,When I was a teenager
US:148896193,Probably around 2014
US:188267891,ask a child my parents are republican. grew up in church
US:181352987,When I realized that they care more about people and not just themselves
US:41771993,When I was democrat for 5 years
US:135508615,"In my teens, when reading Walt Williams and Thomas Sowell"
US:132638117,"When my children grew up and moved out, I had enough free time to analyze the policies of both parties and determined that my personal beliefs were more closely aligned with the Democratic Party."
US:138361501,"When I got married over 40 years ago, my husband and I agreed that he would register Democrat, I would register Republican and we would not vote party lines"
US:46511714,"When the Republican party started embracing ""trickle down"" economics"
US:140622535,childhood
US:136070671,I can't remember thinking I was a republican
US:29021057,na
US:3396338,The republican party has been extreme and corrupt since they stole the 2000 election
US:1854326,1964
US:136769841,Many years ago
US:155137297,the last five years
US:33656121,Have always been a democrat —they care more about the environment and regular people. Republicans look out more for rich people and themselves—want to impose their bellying everyone else
US:180493507,Since the beginning of my voting
US:27084070,went back and forth in early years but have stuck with Republican for a while now.
US:310175,Since I was a kid.
US:128592399,"I did not ""decide"" but with the last few years hearing some of the democrats speak I feel I am more in tune with republicans other than on the abortion issue. The democrats lost me with all these diversity & inclusion things & with letting minors undergo sex reassignment surgery/mutilate their bodies."
US:4405024,About 20 years ago
US:168021167,obama?
US:128975605,As a teenager
US:132017167,"I have always been that way inclined. So, it was never a transition - I just don't tie myself to a political party but examine the pros and cons. The right has nothing to offer."
US:144790123,"I grew up in a corrupt single party environment run by and exclusively for Democrats and their cronies. Laws were enforced selectively, elections were rigged, corruption was rampant. That place is called Philadelphia and it's why I'm a Republican."
US:134177953,Over 50 years ago
US:137128377,In college
US:187896951,When I was 18 and went in the military
US:127807101,20 years ago or more
US:42561395,When I was a teenager
US:182878625,In the 8th grade 1965
US:1184964,1970
US:21982863,Father asked me to
US:180251291,"Many years ago, 20 or more."
US:1624075,In 1975
US:24062814,About ten to 15 years ago
US:193015899,I consider myself an American and look at both sides but have voted Democratic for years
US:152567261,"When the religious right and neo-conservative nationalists took over the republican party, and even more so when Trump won the primary in 2016."
US:120784089,"Probably about 25 yrs ago when I started to recognize that the government did not have everyone’s best interest at heart. There were so many special projects pushed through by various politicians, lots of handouts preventing people from being productive but just getting government freebies to exist."
US:46943944,When I was about 16. .
US:153616,1956
US:150313,That I Don't Know; But I Would Change If There Were A More Conservative Party...
US:191212865,When I was in my early 20s in agr
US:132951561,when I was 19
US:40826873,When I was 18 years old.
US:136904579,1980
US:123392119,1970s
US:179447933,When the democrats went against my own personal feelings and beliefs
US:28974074,When I accepted myself as part of the LGBT alphabet.
US:1829125,"When I first voted, at age of 18"
US:186987043,Immediately after I got the right to vote i knew i was a Democrat. I knew in no world am I a Trump supporter.
US:180794803,After Clinton was President
US:28162207,About 25 years ago
US:154601211,Pretty much in 2000 when I wished I was old enough to have voted for Al Gore. I was 16 and not able to but that was when I decided that was my ideals.
US:1464194,Decades ago
US:997567,In the 1990s
US:40080293,"When Obama was elected and did many things that I did not trust or support, and he nor his Administration were never asked to explain or defend any of them: American Deaths in Benghazi, Crimea invasion by Russia, Lies told to implement Obamacare/ACA. Then it was capped off by emplacing Biden as President of the US and denying his total loss of mental cognition until the Democrats lies were exposed - to the entire world. How embarrassing and disgusting. Too many lies, too much dishonesty from the Democrat Party. En mass."
US:1029294,2016 when I voted for Trump
US:2054332,"When I was in high school, before I was eligible to vote."
US:700822,2016
US:135260641,When I first started hearing about politics
US:147958329,1980
US:40498956,Many many many years ago.
US:999639,Voting for Bill Clinton
US:181223,55 years ago
US:128236041,When I was young
US:3338448,when I decided that I didn't belong to either party ideology
US:174929909,Probably 10 years ago.
US:39845050,When that party lined up with my values
US:2109583,"when i was very young, about 16-18 years old. I've always been a democrat and I will always be one, especially because of what is happening in our country now."
US:183263387,"My parents were Democrats when I first ask the question, thus in my mind, I must be one too. I was very young so I had no idea what that meant at the time"
US:137467557,I think it was around the time of the second Bush.
US:178906315,Long time ago
US:176975601,"In the 1980,s"
US:148810325,I don’t remember being anything but a democrat.
US:168892315,I decided I was a leftist when I saw the system working as intended and hurting people.
US:1578815,In my early twenties
US:202659901,I believe more in people's rights.
US:2787285,when I started voting
US:1318066,"I had always voted for republicans until Obama’s second term, then I voted for him and all other democrats."
US:199538381,2020
US:35143685,In this past election cycle.
US:1807292,1980
US:2690359,i've known since i was a teenager that they all lie
US:200709233,since i was in high school
US:4589816,In 1980
US:541297,About 40 years ago
US:195158719,"I gave up my right to vote in Primary elections, by choosing no party affiliation, about a decade or so ago."
US:42644439,In 2016
US:165453939,I will say in 2000
US:115588855,When I found out that both sides hate black people
US:4191765,Before I turned 18
US:187863307,"MOST OF MY ADULT LIFE I WAS RATHER BORDERLINE. BUT TRUMP, VERY QUICKLY IN HIS FIRST TERM, TURNED ME DEFINITIVELY DEMOCRAT. ALL THE REPUBLICANS (MOSTLY BACK THEN, BUT A VERY FEW HAD A BACKBONE)…"
US:175064635,traditional values
US:1572282,when i was young
US:2647075,1974
US:1554515,I'm democrat since my yough
US:1121996,Years and years ago
US:2933497,I became a democrat in the 1970s.
US:169367785,2004
US:31896512,2013
US:179813089,The first election I was able to vote in - the republican candidates shared more of my ideals
US:2034235,When Trump started running.
US:40871783,1999
US:138662129,"I think it was the first time I voted. It was when Obama was running and during the primaries, I was looking at both the Democratic and Republican nominees. But Obama stood out,and that was when I became a solid democrat. Not just because of Obama, but the policy and views he espoused."
US:132689347,1989
US:185808189,In High School when Ronald Reagan was running for president and Jimmy Carter was running our nation into the ground.
US:4210623,When I first discovered leftist politics in grade school
US:180805935,When I first voted in 1980
US:113284831,Right before college
US:151897851,1980s
US:180464653,When trump came
US:88813,Two years ago
US:2846532,Always
US:195207059,about 20 years ago. didn't like what the dems were doing
US:191816317,About 2012
US:1629156,About 1946
US:183072629,As a child that's all I knew
US:120187057,As soon as I was old enough to vote
US:939781,"At People around, and my father and I want because I don’t believe in the government totally come to our life you mean the freedom to make your own decisions."
US:38520694,When Bill Clinton ran.
US:2293830,I first decided that I was a republican when I saw all the diversity that I did not like on the side of the democats because they do not know how to run the Presidency.
US:28077894,Age 24
US:193927367,15 years ago
US:38105873,When I saw what Reagan did to damage thus nation.
US:138685563,"In college, after reading ""Rich Christians in an Age of Hunger"" and various other socially-justice-minded meditations."
US:126518181,When I really wanted a republican in office
US:46414589,"After the 2016 Democratic primary. I was a Sanders delegate and was at the precinct in which MSM reported the Bernie Bros were throwing chairs and other violent actions. I was there from morning until the very end and this was a flat out lie. The cheating for the evil Clinton shrew was so obvious that I bagged that party, who has fallen even deeper into many horrible aspects of our society. So, I guess I am actually closer to the Republican, but they suck too."
US:46649852,High school
US:4466068,When I first went to register at 18.
US:169835077,Well it because neither party did something I believed in. So basically I just had to chose between which one stood for something
US:1307719,about 1985 when I saw the effects of goverment policies on people like me
US:205270645,When I turned 18.
US:201363447,I first decided I was a Democrat in my teenage years when I began to understand the importance of social justice and equality.
US:34145552,2020
US:515170,2016
US:772004,"I never just vote for a party, however in the last several years the Republican candidates have shared my views."
US:142515919,I don't remember making an actual choice. I've just always aligned more with the democratic viewpoint
US:203883375,When both parties became a tool of the same lobbies.
US:2415473,When I was young
US:22516995,After many years of Democrats crap
US:287838,High School
US:144247759,I have always identified as a democrat.
US:134380679,When I was 18 and able to vote for Jimmy Carter
US:2333011,"Years ago when I realized that, while I would split my votes for Congress between democrat and republican, I always backed a republican president."
US:147876513,"During the Carter administration, who I’d voted for."
US:193247259,Since i was young.
US:135772005,When I was 20 during the Bush administration
US:42863446,2001
US:188174809,1972
US:195140437,I decided when I was around 15 or 16.
US:142970483,In last 10 years
US:148239015,1982
US:30005739,When I was in Elementary School.
US:169695815,"I was a Democrat in my 20s, but after extended time abroad, I realized that I am MUCH farther left than most Democrats. There isn't much of an option for that, so I registered Independent because both political parties are too right wing for me."
US:2915372,when Reagan ran for President
US:25445867,I Don't Remember
US:40966041,High school
US:169221259,"I can't remember ever making that decision. My perspective has always been towards helping people, equality, rights, and making things fairer."
US:124256801,From the beginning.
US:4275427,When Republic rallied to Trump
US:191650357,My whole life living around stupid liberals.
US:1471094,Teenager
US:136676055,"About 15 years ago when I truly started paying attention to politics. I felt Obama was very bad for our nation and decided to start paying more attention to government and how it truly was affecting our nation. I realized at that point that I was very against Socialism, which is our Democratic party. Hence, a Republican I am."
US:198305879,Sometime in the mid-2000s as I was starting to become of age to vote
US:2261523,That is hard to say. Grew up in republican household
US:691163,at an early age
US:198027213,After Trump became president
US:38505578,As far back as I can remember
US:2508851,"It's not that I decided to be a Republican, it's that I believed in what they stood for."
US:105353785,When I was preparing to vote in the 2012 presidential election
US:835736,Since Trump became a politician.
US:170055111,1996
US:3317559,During the second Iraq war.
US:137783557,When I realized they were two sides of the same coin — they work together to make sure no one outside of the two parties can get control. 1996
US:194197637,A couple of years before I was old enough to vote.
US:2120070,When I noticed most of my ideas came close to what Trump wanted his first term.
US:41027126,"When the democrats became too liberal, with outrageous ideologies."
US:168688403,I don’t know
US:40608455,When Bill Clinton was running for President
US:188024857,When Donald Trump came around
