person_id,when_think_pid
US:183230147,Probably around 18 when I first started working.
US:133669761,Always. My views are split. I believe both parties make good points
US:1823459,"1980, after seeing the results of the Carter administration."
US:33204863,As a teenager many years ago
US:173586335,In college
US:171423689,When I first started paying attention to the different party issues and realizing where my values aligned.
US:1705176,All my life
US:128312303,WhenI see what the Republican Party has become
US:2727969,20 plus years ago
US:189853217,Since Trump's first election win.
US:178896471,2012
US:2950471,I became a republican after the Bill Clinton impeachment. that is when I started to fallow politics and learned the news media was biased toward the democrats side.
US:156255717,When the Democrats went off the rails in 2016. That started pushing me closer to the center. I've always been more of a small-L libertarian at heart.
US:1318022,I have always voted republican
US:178225,late teens
US:192327411,My entire life
US:27067606,When I was a wee lad and Ike was our prez. I have been GOP since 1970 when I turned 21.
US:4621054,Age 18 when first registered to vote
US:192966227,"During Obama's 1st term, I stopped being a Democrat."
US:206718369,"Both the left and the right are basically the same party. One is the passive right the other side is extreme right. Obviously the extreme right is horrible for humanity, but the other side doesn't really care."
US:178816649,Always
US:1968631,1972
US:4021985,Since 1964
US:2383381,During the GWBush administration.
US:2426526,More than 35 years ago when I became born again
US:2392425,I don’t know
US:147018857,As a small child
US:128311491,"I used to consider myself a Democrat (and I’m still a registered Democrat) but after the dismal and disastrous 2024 election where the Dems let Biden screw up the race, I’ve lost faith in the Dems. They are disorganized and have de-energized their base."
US:878659,when I was a child
US:43200314,In the 80s
US:1110411,In college.
US:39564053,In college. But I was a registered Republican for many years. I changed to the Democratic party during the second Gulf War
US:180355483,1990
US:43596614,in my 40's
US:184937445,many years ago
US:180949813,"When I registered to vote in the Presidential Election in 1983, I registered as Republican and haven't changed since."
US:37849778,Always
US:142630619,When Donald Trump ran for President
US:123270405,Grew up with adults mostly democrats; in school I learned the differences between Dems. & Reps.
US:130255147,"The GOP has proven to be against the rule of law,continuing to support Trump and his destruction of the Declaration of Independence and the Bill of Rights.I cannot,will not ever support the GOP."
US:25273077,During the pandemic.
US:180118921,Always
US:170765277,at least 20 years ago
US:101022261,Not sure
US:114311841,During the Reagan years.
US:3678151,I was probably between 18 and 21.
US:28153591,"years ago, liked the policies that made me feel seen"
US:148926167,"Upon the learning the basic tenants of American civics and government at school in the early 2000s, it was blatantly obvious that Democratic policies were much more in line with the needs of my community at large."
US:170546285,Because they both speak the same language but in different directions 1 says yes and another says no. neither one of them don't know what they are saying to each other.
US:1559441,they do the right thing for the county
US:1907018,About 2020.
US:180659271,Started when the then-Republican party nominated the dumbest of the candidates. I realized it was broken at that time and de-registered. That act brought me “closer” to the other party.
US:41052864,When John McCain chose Sarah Palin as his running mate
US:109852547,I was embarrassed being a dem
US:1160325,When I voted for the very first time over 50 years ago.
US:178061109,When the Republicans started acting loony.
US:151299421,I have always that I was a Republican.
US:190468115,I am a Republican
US:178529855,Once I learned about the issues and how different policies are related to them. This knowledge made me realize that one could not be limited to one party.
US:167953149,Always
US:183104753,Around the time of the Watergate scandal and Nixon's expansion of the war in Vietnam.
US:134488149,I have always felt closer to the Democratic party and at some point I switched to independent party because I didn't align with all of the Democratic positions.
US:140033901,Growing up when my parents spoke out against inequality and prejudice and they voted democrat.
US:40432940,When Barack Obama took office.
US:120519847,After Trump was elected first time.
US:2786276,"College, 1974"
US:41828812,Undet Reagan
US:474324,When I was 12 years old and began to follow politics in Connecticut.
US:25960898,Years ago
US:181703323,"For most of my life, Reagan became President when I was in high school, was too young to vote for him though."
US:32595232,March 2020 after I realized Trump couldn't handle a national crisis and flooded media with lies about COVID
US:37964033,1958
US:2777334,College
US:40853257,About 10-15 years ago
US:1925084,I have been for a long time
US:34371433,When I turned 18
US:186387017,When the Republicans lost all credibility/reliability
US:186512013,Don’t know
US:2134129,1972
US:42603758,When Bill Clinton was running for office
US:2840119,When I was 18 YEARS OLD.
US:183590675,2004
US:185540091,In my early 20s
US:180748513,I first thought of myself as closer to the Democratic Party in 2008 when Barack Obama became president.
US:104625503,In school
US:29687843,since the 1970's
US:2813844,never
US:291858,I have thought of myself as a Democrat since the seventies.
US:388889,Why Bill Clinton was President
US:37516762,Probably about 10 years ago.
US:201697189,When Obama became president
US:2674554,After Jimmy Carter was elected
US:4556319,As long as I can remember
US:25959865,Most of the time
US:146374001,I can't ever remember a time when I didn't think of myself as a Democrat. I was raised by FDR supporting grandparents
US:999307,Age 16.
US:207504775,Since I started voting
US:180837205,I'm not sure.
US:46123684,When I first voted
US:31983144,At age 21 when I was able to vote
US:1830047,18 years old
US:22539050,Not sure
US:27157409,"When I turned 18, I researched the differences between Democrat and Republican ideology and decided to register to vote as a Republican."
US:151759861,I always been this way because I don't trust any politician
US:41797019,First time I voted (in 1976)
US:29880268,President Obama's second term
US:105617299,1976
US:111199015,For as long as I have been able to vote.
US:1659535,1968 when Richard Nixon was running. I admired the people who were voting for him much more than those against.
US:170297255,In 1966 when I graduated from high school.
US:149312475,10 years ago
US:173315639,PROBABLY IN THE LAST 10 YEARS
US:4013477,"When Obama became President and everyone benefitted except the middle class, he was not tough on immigration, created more taxes and regulations for the small businesses and didn't care that people were suffering under his presidency."
US:1022013,The first time I voted when I was 18.
US:188429969,high school
US:22758472,10 years ag0
US:2354869,When Biden became president
US:196820905,When I was 16.
US:140251567,When Clinton was elected.
US:134351819,Somewhere around the year 2000
US:3343879,2018
US:184534221,The first election after I turned 18.
US:185130269,When I was 18
US:195714785,"Me identifico más con lo democrático, soy las personas que quieren bien para lo demás y no desgracia. Quiero que todos triunfen en este país sin discriminación ni violencia y sin prometer cosas que no se cumplen, eso y mucho más no lo logra el partido republicano ni lo tienen en cuenta"
US:181662917,Forever
US:184468361,When I was a teen.
US:185031127,When I was still young in school
US:184201605,From an early age. I could see points from both sides.
US:138967145,40 years ago
US:184422555,when i was at university
US:25704002,When I was 10 & JFK was president. His response to racial issues and programs like the Peace Corps.
US:126024231,"Before I could actually vote, around 10 years old."
US:204661085,18
US:1878206,1970
US:133936283,Around 30
US:31319470,1966
US:3687552,"probably after the Twin Towers fell. I noticed no matter who we had in there as president, things were headed the same way and always toward war. That is a big problem. And only contractors and certain people were making a lot of money off of the wars while our people died for that for no other reason. That has to stop."
US:38544764,Teen years
US:40363931,When I realized that most of them lean the same way I do.
US:2719586,"1980 Regan vs Carter watching the democrat party destroying America, for the last 50 years, unfortunately after Regan the republicans came closer and closer to the democrat party and finally the Tea Party was created, to save America, and Donald Trump became the leader and the Tea Party, Blue Dog democrats, the poor, middle class, the poor, homeless regardless of race have joined MAGA"
US:454187,When I saw how cruel and racist most republicans are
US:792291,Always
US:1034363,"1963. I have voted for republicans in the past, but that has become less and less frequent over the years, especially in this last decade."
US:2840828,First election I voted in
US:2863590,About 1980
US:40527757,by the time I voted for the first time I knew I was a democrat
US:952719,After the Clinton presidency.
US:187892777,I’ve never felt close to either party
US:192085229,I don't remember It was after Kennedy was killed
US:204934889,2000
US:35295065,During Ronald Reagan’s time.
US:26990352,When I was a first time voter 51 years ago.
US:41640576,40 years ago when I first started voting
US:33605021,2005
US:38990298,After the years of Demorats were in office. They are corrupt. I realized then that I was a conservative Republican.
US:4020384,"Carter messed up the economy, hostages."
US:4398194,never really gave it a thought; my parents were Republicans and I followed along
US:41027908,14
US:29571679,When I. Exams born again and the Democratic Party sent too left
US:141241591,Years ago when I saw what the democrats were doing
US:145101741,Definitely by the late 1980s because I followed the 88 election closely and remember taking notes on the democratic primary candidates.
US:390316,About 95% of the time on all issues.
US:173748631,In early adulthood
US:4405534,When Obama was elected
US:4170438,As a teenager
US:2505814,2016 after the democrats attacked Bernie Sanders and installed clinton as the de facto nominee. The democrats showed that they’re no different than republicans and maybe worse since they’re liars about being inclusive and independent of the millionaire and billionaire elites.
US:3399100,"I first registered as Republican 1963 when I first voted for the 1st time and stayed one until moving to WA and then changed to Independent, I basically would be glad to be a Republican again but not under these circumstances. I can vote either party and I do."
US:172527909,I feel like i am in the middle of he road and i do not believe in either party. I feel that there should not be any parties and should be by the will of people.
US:171605965,In the 80’s
US:115176413,30
US:184659269,After 2015 when Trump became the head of the Republican Party and destroyed almost all the good parts of the party. I saw the republicans for what they really stand for and my beliefs align more with the democrats.
US:46352702,During the Obama administration.
US:33786119,After Bill Clinton He is a nut case as is his spouse
US:1027450,Jam 6 2020
US:184160593,"Probably in high school, as I neared voting age"
US:4394192,20 years ago
US:188041273,2012
US:3906229,MY MOM TOLD ME I WAS BORN A REPUBLICAN WHEN I FIRST STARTED VOTING
US:22641767,4-5 yrs ago
US:40173803,When I was a teenager
US:124415183,very young all my family vote this way
US:1462151,1960s during the Vietnam War
US:156721503,2014
US:189665297,Since I became a teenager
US:22479908,1965
US:129612011,Because I agree with more of their policies
US:1262542,long time ago
US:4546727,Ever since I was old enough to vote. I have always been an independent.
US:131032819,When Obama ran for president the first time.
US:126465629,In the 90s when I was a young adult and noticed that Democrats in general focused on issues that were important to me while Republicans tended to ignore them.
US:132250049,In my teens.
US:123861,At 18.
US:175632057,Approx 4 years ago
US:3435012,When Trump won the first time
US:556796,"Age 6, maybe 5"
US:3290180,2004
US:200531429,I became a republican when I heard and witnessed more about violence in this country.
US:117943141,When I realized how much democrats have ruined the country
US:4191420,when all the negative talk began between both parties
US:1802981,16 years old
US:34408890,2001
US:3198620,In High School
US:167686255,From my teens onward.
US:1177770,As a young man
US:1988065,I feel like I first began thinking like a democrat when I became twenty one years old
US:182876147,When reagan was president
US:134281457,1962
US:40733805,2014. Prior to 2014 I was a democrat who voted for Obama. Obama talked but never came thru.
US:138609099,"When I first heard the difference in Democrat and Republicans, sometime in middle school I think."
US:36469321,When I voted for Bill Clinton
US:41189284,All my life!
US:2560418,2008
US:29072022,don't understand the question
US:173482721,before I voted for the first time
US:1021053,All my life JFK
US:149465611,When Trump was elected the first time.
US:134128661,From the very first time I registered to vote.
US:101363517,"In my 20s, I thought of myself as a republican because I lied with the same beliefs. I took courses in college on government. I knew what I wanted."
US:26386561,2001
US:23984814,Since I was a young child
US:167767585,Not believe
US:174450919,Birth
US:285148,When the party decided to throw students and activists opposing genocide in Gaza under the bus to appeal to conservatives who would never ever vote for them
US:168260829,Since I was in elementary school
US:161463865,"Back around 2009 when my views started veering toward Libertarianism. Then since around 2020, my views have moved left toward socialism and Leftism."
US:1355903,1968
US:227731,1992
US:165505285,Since I was old enough to vote
US:1267228,When the Democratic Party threw Bernie Sanders under the bus because it was the execrable Hillary Clinton’s “turn”.
US:25996145,When I became old enough to vote decided than that voting was not for me
US:1843113,When I first voted
US:2170610,Before I was old enough to vote.
US:444040,1990
US:1269835,2000
US:141234963,About 25 years ago.
US:38102115,"Quite a long time ago, i think in my early 30's. I actually joined and was recognized by the Young Republicans association. I actually switched parties as i no longer liked the direction the Democratic party was taking."
US:41686575,In my 30’s
US:39217740,When I was old enough to understand the way things worked. Around 15
US:27525478,I have always thought of myself as a Democrat as soon as I was able to vote.
US:39288635,"Both parties do not enact the policies I would like to see done. Trump is his own party and I don’t associate him with Republicans. I support Trump because I like his policies, I vote for Republicans because they are the lesser of two evils"
US:2122913,As soon as I was able to vote.
US:39904585,When McGovern ran for president.
US:130916733,years
US:131333529,Think of the demographics
US:28812154,after the bush's were in office
US:4629112,I started thinking myself as Democrat since I voted for Barack Obama for President in November2008.
US:174264957,When I was 13
US:157659989,Since I started voting
US:44112586,18 years of age
US:168783063,15 years ago
US:195479159,2019
US:38963920,After I graduated from college.
US:1053505,when the democrats decided to vote with the republicans to keep pushing the budget. nobody stood up against the republicans and the felon in the unlawful EOs stripping all Americans of their Constitutional rights.
US:34410982,in 1976
US:103485521,Last year
US:137748065,1944
US:22013318,I'm not an asshole whi wants to force their will on others
US:34349829,As a teenager
US:2463677,"I vote for people not parties, depends on what person seems to stand for."
US:171427105,The last few years but I have always been independent third party
US:180034539,Last presidential election
US:3576302,When w bush decided against science for stem cell research
US:199812289,Many many years ago
US:2258609,"I was an old school liberal in my youth, until the Democratic party morphed into something unrecognizable."
US:145429361,1990
US:1555985,In 1956 when I was 8 years old & supported Adlai Stevenson for President!!
US:161819797,as a cheistian the republicans are closest to my belief
US:2895306,The 1980's
US:394909,1967
US:32322739,In high school
US:188375707,Last year
US:39355415,At age 18 when I voted for the first time.
US:34613598,When the Democrats became greedy
US:166901911,When Grorge Wallace was governor of Alabama
US:4081090,When Trump was elected th first time.
US:44211633,"I had been closer to and supported the Republican Party since 1972. Before I could even vote. I began shifting my thinking towards there being no reason to support either the Democratic or Republican Party's after during and after the George W. Bush' presidency, so some time after 2001."
US:43920065,When I turned 18 and was able to vote. Had the honor of helping elect Obama the first time.
US:390955,1978
US:28833403,Always been
US:182746339,When I knew the people I vote care about people like me
US:141640345,All my life. I’m just more progressive now.
US:45563697,In 2008
US:131928831,Probably within the last 25 years
US:2092909,At age 17 (1967)
US:25956310,I have never been a fan of either since they seem to have high levels of Career politicians. And I am one who strongly believe TERM LIMITS of 5 yrs are NEEDED immediately! no MORE Career Politicians! Enough is Enough!
US:40593247,During the Clinto administration
US:142741829,2008
US:620632,When I was 10 years old.
US:38512135,as a teenager
US:141718533,Republicans
US:763244,44 years ago
US:2294989,As soon as I was of age to vote.
US:2211152,50 years ago
US:138462631,After I voted for Barak Obama in his first term. What a joke!!
US:35895940,I have thought of myself as a Republican since I was a child and have always supported the views and policies of that party.
US:190137741,during the 2020 presidential election
US:146042971,Ever since I can remember.
US:2774759,under Carter
US:1968713,Since I was able to vote
US:292087,When Barack Obama ran for president.
US:35053000,When I started voting at 18 years old.
US:1786649,When I was first old enough Vote.
US:145078305,When I was 12.
US:1372845,1984
US:1423633,As a young adult.
US:103717435,I don't remember
US:23876769,"When the dems began to go more and more woke, endorsing violence and being profane."
US:747945,1962
US:172752341,I don't know
US:29695673,FOR MANY YEARS
US:145153087,I was working at a place where I overhead a Republican spouting off some bullshit. On my lunch break I went to city hall and changed my party affiliation.
US:160431337,Decades ago. I was raised in a democratic household.
US:206160115,In college years
US:28838086,Age 18
US:105485815,in my early 20's
US:26502519,I believe in my right to choose more than I care about money. So I'm more democratic than Republican.
US:4681253,10 years ago
US:159532881,"I have though of myself as a Democrat since high school, when I first really learned about the different political parties in America, but for as long as I can remember, my parents raised me with strong Democratic values."
US:2971452,1970
US:134858733,My entire life
US:1979368,"as a child, growing up"
US:109026109,"Sometime around the 2012 election. I don't feel like I left the party, but the party left me."
US:134944345,14 y/o
US:1953556,From my earliest days as a registered voter.
US:25763118,At a very young age.
US:114799303,As soon as I understood the difference between the parties
US:119626051,Always
US:1404380,When Trump first came on the scene.
US:23747155,When I realized at a young age that Republicans only helped the rich.
US:44458683,Ronald reagan
US:103721945,By the time I had reached my mid-20s and had graduated college and was living on my own.
US:3130151,2020
US:32918773,From early teenage years.
US:186621633,1992
US:39048954,"At a young age when Jimmy Carter was President. I could tell he was the ""good guy."""
US:66632,Never have.
US:29530642,As a little child.
US:1949377,"2004, after the Republican Party took a more dramatic turn to the neo-con Right, though I had been Independent since 1998."
US:39557335,When Ronald Reagan started putting corporations first.
US:31964728,"i started as a democrat, moved to be a republican in my 40s--and now an independent."
US:2667942,1964? When Barry Goldwater was running for President
US:27237740,Many year’s ago … near the end of 2nd Reagan
US:2021442,All my life
US:38244,When I voted the first time
US:111905477,Sometime in the mid 80’s
US:103713921,When Trump f***** up the first time
US:34794260,2000
US:850880,All my life
US:141644113,When I first voted
US:125424141,I do not remember
US:2216949,When I first voted.
US:38438684,At age 18
US:41081489,At around age 35
US:3663484,1977
US:256606,1956
US:142393875,My values are similar to Democrats values (since childhood).
US:116826173,Several years ago. During the Obama years
US:3262991,Since I first voted in the 80s
US:41198195,always
US:194043899,As a child: because they represented an inclusive society and cared about human rights.
US:45807896,"Having a say in politics and having a real democracy,and for the politicians to do what is right"
US:136215923,Shortly after graduating from college. So late 1980s
US:162090615,Always
US:192432061,Many years ago when I first voted
US:134848835,Because Democrats care about the rights of the people
US:174484855,In high school
US:26468460,Age 12/13
US:151466945,I came to the conclusion that neither party represented the people of this nation when I was in high school around 16 years of age.
US:533809,In the last few years
US:28131974,After 2 national elections when both parties erred
US:181617991,1980
US:107539741,I don’t know
US:31653930,Always.
US:207465037,"I have always considered myself a Democrat, so I would say from the time I was 18."
US:4718732,As soon as I thought about politics.
US:185171301,Years ago
US:2251828,When I married my husband in 1988
US:3402296,Not sure when.
US:186805639,When trump became president
US:169156455,I've just never much cared to discuss or follow the topic
US:2644915,Since before I could vote. I cast my first vote foe Ronald Reagan.
US:3348395,When I was about thirteen years old and recognized the family values Republicans stood and fought for in the United States.
US:2153106,Probably in 2008
US:26826861,In the 70's
US:205733587,after high school
US:179477401,10 years ago
US:4022083,When Trump ran against Clinton
US:4332568,A long time ago.
US:128717329,When trump and Kamala ran. They don’t understand the working class at all
US:188402681,1986
US:191389655,"When the Republican party started discriminating against other people for social, economic, and/or racial status."
US:171127583,When I was a kid
US:487728,none
US:4316919,"When I didn't care for neither of the candidates of Republicans and Democracts, which was Hilary Clinton and Donald Yrump. I didn't care for either"
US:4718748,At birth
US:192556323,When I listened to LBJ talk
US:2320784,When I was able to vote at 18 that was 60+years ago.
US:105106783,"I became closer to the Republican Party when the Democrats became more unhinged. Although I’ve never liked the Democrats, and I would never vote for them, at least they were not as toxic before. The progressives are killing our country. The progressive and the New World order are trying to kill off Large populations."
US:43061913,2015
US:163319037,The 2016 presidential election.
US:42731138,I’ve always thought of myself as a democrat.
US:46554991,Before I was old enough to legally vote.
US:2455216,As a child
US:179045805,All my life
US:138730635,When I first registered to vote
US:336818,When I realized I'm liberal in my thinking
US:145637671,Always
US:106131161,1970
US:2393122,"When I realized the true international money powers that were behind WWI, the Bolsheviks, and most revolutions, and that those same people started WWII and told nothing but lies about the war ever since. They still control our media, entertainment, and politics to this day, including deep funds going to both Democrats and Republicans. It's all a sham and needs to be torn down and rebuilt, with the first step being ending the Federal Reserve and dual citizenship."
US:134180219,Maybe 10 years ago
US:31499284,that what i was
US:37598047,Not exactly sure but the shift began in 2016 when the Dems butchered Bernie (and cemented the party as belonging to oligarchs).
US:40385430,As a teen
US:43892740,In 1972+when I was in the service.
US:142393351,as a teenager
US:967127,Since I came to this country
US:22466450,i always have
US:1867554,2008
US:29200696,Never really thought about it
US:40441184,I have held conservative beliefs all my life.
US:147917421,15 years old
US:146445,age 10
US:203231,very young
US:187023013,2004
US:194343195,Junior High School
US:29910978,1980
US:4575809,1980
US:154608789,Probably the first time I voted in a state or federal election. The democratic candidate(s) were better than the republican candidates
US:29075944,"In college, 40 years ago"
US:1485026,During the Carter administration
US:2465772,1960
US:27584691,When Trump went for reelection
US:181600783,since childhood
US:2263109,When Democrats let anyone in the border. Gave illegals monet and let the people in USA suffer disasters with no help. The whole gender and woke craziness. With Trans Iin women's sports. God made man and women. Democrats went crazy as that's just the tip of the ice berg so to speaj.
US:134706547,When I moved to the US and was naturalized
US:25458620,I first thought of myself as a Democrat when I was 16 (in 2016) and hearing about the elections while being unable to vote.
US:3955022,When W Bush became president
US:169952135,All my life
US:1341357,when I was in my 20s
US:3385181,When I turned 18 years of age and registered to vote.
US:192411359,Probably when I was first registered to vote. I guess around 18 years old.
US:25969114,In my youth
US:138631459,I have always been one.
US:32533879,"Around 2017. I always voted for Democrats, but when the Republicans gained the White House, it became more important to stop what they were trying to do."
US:4171678,It's all about favors and money
US:189279421,When I went into the military
US:42794516,2016
US:768947,A long long time ago.
US:1254763,na
US:31627267,Most of my life
US:150670265,During Trump's first 100 days back in office
US:206532327,Non omnis quo ut vol
US:185028079,When I was in high school and President Reagan was in office.
US:36726064,Since 1970
US:204816343,To be free in a free country
US:115246057,Long Time ago
US:157721637,None
US:46347610,Since 2016
US:232027,Interesting
US:124190425,When Trump was president the first time.
US:1558918,When I first started to vote at 18 years old. Ronald Reagan was president and doing a great job.
US:37601036,at the age of 18
US:2165515,Many years ago
US:39402162,Always.
US:3369656,"When the Republican Party surrendered control to the Tea Party, MAGA and Trump."
US:29003494,not sure
US:187086291,Not sure
US:1999302,When I was a teenager.
US:28822265,When the Democrat party went off the rails and no longer spoke for someone like me.
US:703898,When Trump was first elected
US:682912,1970's
US:183793159,2008
US:175501855,Always
US:29881831,in high school
US:184067819,Highschool / first looking into things.
US:31237813,Not sure
US:192021355,As a child.
US:189409729,1968
US:180744341,Years ago Dad was a union member GOP hate unions
US:264246,"I used to identify as ""Democrat"" but have taken on the label of ""Independent"" since 2000. So therefore 2000."
US:24328153,When I saw what the democrats were doing to keep us involved in the vietnam war.
US:1931833,At 18
US:178161507,"When I took a look at the causes they support. For example, most of their policies go according to the word of God."
US:43164271,high school
US:45115466,"Many years ago, in my 20s. I am 64 now."
US:33635296,When I was in my early 30's
US:41908088,After Ronald Regan
US:134000315,Pledged allegiance to the USA not political parties or wannabe dictators traitors.
US:2280343,"Had voted for Bill Clinton, then he lied to Congress. But Newt Gingrich and Repubicans were no better."
US:188424457,Always have it was how I was raised.
US:106543723,2020
US:193629341,1969
US:190634637,When I was a teenager growing up gay in rural Ohio and the Republicans were trying to ban gay marriage.
US:26284748,as a kid
US:172027119,Adult
US:129537671,Since Regan
US:142486505,As a child
US:837056,Around 2018
US:3214547,2016
US:101112849,When tRump was elect
US:4576585,when Obama ran
US:159727159,Early
US:27277690,huh?
US:41284403,In the election of 1980 when I was a college student.
US:30190846,not sure
US:39581067,Do not remember
US:40459711,In my thirties
US:154924295,I was nearing 18 and getting ready to vote for the first time in my life.
US:126537219,AS A YOUNGER PERSON IN MY THIRTIES
US:28445093,"I probably started moving closer to the Democrats after ""W"" declared ""Mission Accomplished"" and even moreso after the 2008 election based on Mitch McConnell's attitude towards and treatment of President Obama (by declaring he'll sure Obama is a one term president and refusing to hold a confirmation hearing for Merritt Garland for Scallia's seat on SCOTUS). But most definitely since the Republicans turned MAGA (the Tea Partiers were bad enough) and collectively lost their minds, spines, and seemingly all of their principles in their zeal to court favor with the Orange Jesus (or is it Orange Pope now?)."
US:145923247,When I was a teenager
US:183813775,After Richard Nixon and Watergate.
US:364889,"When I changed my voter registration from Republican to Independent, I never considered myself a Dem."
US:4679109,Idk
US:182482923,High school
US:46363594,"When Obama proved he was a neoliberal thrall of the parasitic financiers and military-industrial complex, continuing essentially all of the policies of the neocon Bush II administration including war crimes."
US:143342913,In law school. 1996 on.
US:133260055,as a child growing up
US:25459987,1980 when Ronald Reagan was running for president
US:40508950,When I registered to vote.
US:31654889,Age 5 or 6
US:44942032,When the Republican party became much more conservative
US:4536199,Why would I think of myself as a MAGA idiot
US:155549479,Many years ago when I better understood what the Republican Party stood for and how it was not in my best interest to support the opposite party.
US:3256075,at 18
US:138133999,25+ years ago
US:155596553,"My entire life, basically."
US:673837,from the begining of my ability to vote
US:46348797,2012
US:134747635,When I could first decipher the coded racism Republicans were spewing on the regular. Trickle down economics is a scam and elementary school kids can see through it.
US:3779180,I came back to the Republican party when Reagan was elected in the early 80s.
US:2702713,Years ago
US:2150877,In College
US:126143329,not sure
US:139725973,In my 20's
US:143006723,"Locally, I realized I was a Democrat when I was born with the ability to care about other people. I did not blame my neighbors for the plight I was in. Nationally, I realized I was a Democrat when I saw corporate entities getting more freedom from the law and tax cuts than ordinary people. Globally, I realized I was a Democrat when I decided we should not ally with war criminals running dictatorships."
US:120056,1954
US:39929872,"25 years ago, before that Independent."
US:129041943,Ever since I was able to vote
US:140303151,"As long as I can remember, I've been a Democrat."
US:182287607,Is this the wording / punctuation you wanted? $wording_democratic_nor_republican Party? since 2000
US:120580703,I have a scientific based thought process.
US:43659999,In the 1980's
US:26933767,Mid to late 20s
US:2280799,1972
US:3189249,when i first voted and read articals
US:183059505,"Always,from the day I could vote to now"
US:142014043,In high school
US:128271913,My whole life
US:36826090,About seven years ago
US:42414487,Probably in 2008 as a kid when Obama was running.
US:975384,1984
US:133764955,I’m not closer to either. Both are lying self serving narcissists who want to take peoples rights away and spend money like drunk monkeys
US:151713159,More than 10years ago
US:45708634,When I was younger and talked about the pros and cons
US:26379928,I do not like engaging in nasty politics
US:2206969,At an early age
US:188282277,I always have. I think less of them now.
US:133487487,Soon after I graduated from college.
US:46470128,Since the election I have felt neither party is doing the right thing. Republicans are kneeling to their emperor and Democrats are do nothing's.
US:124268377,The first time I voted. For Ronald Reagan. Been a Republican ever since.
US:151472439,When Trump was first elected president
US:142972495,When I officially registered to vote as a Democrat
US:2268180,left policies
US:3082308,After graduating high school in 1973.
US:38933505,I think in high school during the Iraq War.
US:166893161,At the age of 17
US:140482051,Always
US:183807503,When I realised that the parties were not representing my opinions fully.
US:2527661,2016. Before that I was a republican.
US:206578411,I have always thought of myself as a Democrat and have been a registered member of the Democrat Party since I turned 18 and became eligible.
US:164611585,decades ago. neither party gives a shit about me or people like me.
US:714897,"In the 1980's. The Republican party in Oregon changed dramatically. Instead of conducting businesses in a sane and respectful way, the state legislature was chaos."
US:41898821,2016
US:4615008,when I was 21
US:186367445,In the 80s during Reagan's administration.
US:158943699,Always
US:182008695,"In 1972, while watching the Democratic National Convention."
US:162661351,When my beliefs lined up with Democratic candidates
US:1286446,"Several years ago, around the time of Obama's presidency."
US:41030059,As far back as I can remember.
US:28967472,30 years ago
US:3184357,As soon as I could vote.
US:120655447,"I was drawn to the Democratic party after and during the election of President Obama.I watched the republican party fight every attempt to help the American people,other than the wealthy."
US:26680661,When I was a teenager
US:26945606,As an adult
US:911080,"At 17, when I joined the Marine Corps"
US:23475501,8 years ago
US:138128115,Around the 2020 election when I started participating in get out the vote activities and started volunteering for political candidates.
US:4503682,always. I've never felt close to either party
US:4495368,As far back as I can remember
US:4560299,in 2016 when Donald trump was running
US:1631220,"Democrats are morally corrupt, willing to destroy country in order to gain power, they are garbage"
US:2182641,"Probably in my early college years, when I was first eligible to vote & began paying more attention to politics."
US:29876621,As young as 13. My parents were firm Dems and insisted I be one too
US:2029237,All my adult life
US:27222726,"Ever since I was a kid. I leaded Dem on some ways, rep on other ways. And I also felt like I was choosing the least evil."
US:4553992,about 15 years ago
US:711506,1978 - first opportunity to vote
US:109810107,1951
US:17100,as a teen
US:138763223,Probably when I was in high school
US:155362883,It was issues of Abortion and the right to protect human life
US:174063149,in my 20s
US:420555,"After Trump was sworn in for his 2nd term, and I watched in horror as Republicans said nothing as the January 6 rioters were pardoned."
US:129300843,"Like 2008/Obama election. I was in middle school, so at this point I was not voting. I was first able to vote for president in 2016 and voted Sanders then Clinton. I remember being at the Iowa Democratic caucus, and the speaker said “oh, it’s so great that us Democrats are here together.” I actually turned to my friends and said “I’m not a Democrat.” By then, I recognized I was further left than the mainstream DNC."
US:107181855,just do
US:193179165,My entire life
US:3002479,During the presidential campaign of 1980.
US:192056725,2020
US:166729765,Since always
US:4400314,AFTER OBOMA SCRWED THINGS UP
US:116258825,When I donated to the Republican party to get a gavel and went to the bank to get a business loan and the banker looked at the screen to see if I had donated to Republican party when he saw I had done donated to the Republican party he gave me the business loan he didn't look at my credit he didn't look at my sex he didn't look at my color he didn't look but to see if I had been part of the Republican party. At that moment I was a strong republican and would always be cuz I will always be out of debt I will always be able to borrow I would always have credit cards I would always be able to get mortgages I would always be able to do the things that I do build homes live in nice places on property own homes by cars travel.
US:182975853,Forever
US:1622123,"Bill Clinton (if he'd kept his zipper closed he'd have had a lot more respect), good policies."
US:2498560,Early on in my voting years.
US:130395247,Idk
US:2089581,I guess the 2016 election
US:117061455,I've been a republican for as long as I can remember.
US:183059529,The first time I voted
US:4734429,30
US:32660547,I think this country is in turmoil! Trump is crazy and doesn't respect the Constitution. I have been a Democrat for 18 years. I am afraid of the damage Trump will have on democracy.
US:1206848,when I noticed that all the racists and religious bigots were Republicans
US:1437,When the dem. Got liberal
US:2449826,"Back in the 1980s. I don't like the two party system, but the Republican Part has been closer to my personal viewpoint."
US:182594201,A long time ago.
US:166448297,Probably in the early 1980's.
US:188019333,When I learned about government in high school
US:186693881,I dont know
